title,site,date,writer,content,comments,label,sentencelabel
"Annak is örülni kell, ami nincs – Bozsik Yvette a Mandinernek", Mandiner,2022. április 18. 13:01,, Én mindig erősen figyeltem a környezetemet.,,0,0.0
"Annak is örülni kell, ami nincs – Bozsik Yvette a Mandinernek", Mandiner,2022. április 18. 13:01,," Amikor vidékről kislányként Budapestre, a balettintézetbe kerültem, és a Gellért-hegyi kollégiumtól mentünk az iskolába, már akkor is állandóan néztem az embereket a metrón, villamoson, buszon.",,0,0.0
"Annak is örülni kell, ami nincs – Bozsik Yvette a Mandinernek", Mandiner,2022. április 18. 13:01,," Később ugyanúgy vizsgáltam a barátaimat, a szerelmeimet is, aztán sokszor viszontláthatták magukat a színpadon.",,0,0.0
"Annak is örülni kell, ami nincs – Bozsik Yvette a Mandinernek", Mandiner,2022. április 18. 13:01,," Lehet, hogy ez nekik nem volt annyira kellemes, én viszont, ahogy mondtam, csak így tudtam és tudom gyógyítani magam: a csalódásaimat és az örömeimet is kitáncolom magamból, vagy előadást készítek belőlük.",,0,0.0
"Annak is örülni kell, ami nincs – Bozsik Yvette a Mandinernek", Mandiner,2022. április 18. 13:01,," És az a világ, amit mindezzel magam köré teremtettem, önálló életre kelt.",,0,0.0
"Annak is örülni kell, ami nincs – Bozsik Yvette a Mandinernek", Mandiner,2022. április 18. 13:01,, Ebben létezem.,,0,0.0
"Annak is örülni kell, ami nincs – Bozsik Yvette a Mandinernek", Mandiner,2022. április 18. 13:01,," A csodálatos, rituális terekben, a szépségben, a mitikus lények vagy most éppen a bohócok közt.",,0,0.0
"Annak is örülni kell, ami nincs – Bozsik Yvette a Mandinernek", Mandiner,2022. április 18. 13:01,," Mintha egy körülhatárolt, mégis végtelenül tágas buborék közepén lennék, amelynek a biztonsága adja az erőt minden és mindenki elfogadásához.",,0,0.0
"Annak is örülni kell, ami nincs – Bozsik Yvette a Mandinernek", Mandiner,2022. április 18. 13:01,,"Üvegdoboz, klasszikus balett, kortárs tánc, görög tragédiák, operett, musical – nemcsak végtelen, de nagyon színes is ez a buborék.",,0,0.0
"Annak is örülni kell, ami nincs – Bozsik Yvette a Mandinernek", Mandiner,2022. április 18. 13:01,, Van fontossági sorrend?,,0,0.0
"Annak is örülni kell, ami nincs – Bozsik Yvette a Mandinernek", Mandiner,2022. április 18. 13:01,,"A gyerekelőadásokat nagyon szeretem, különösen mióta megszülettek a fiaim.",,0,0.0
"Annak is örülni kell, ami nincs – Bozsik Yvette a Mandinernek", Mandiner,2022. április 18. 13:01,,"amikor az iskola révén megjelennek az életükben a korlátok, elvárások, megfelelési kényszerek.",,0,0.0
"Annak is örülni kell, ami nincs – Bozsik Yvette a Mandinernek", Mandiner,2022. április 18. 13:01,," Emlékszem, amikor a most tizenhét éves nagyfiam, Milán első osztályba ment, épp akkor rendeztem a Pöttyös Panni az iskolában című előadást a Thália Színházban.",,0,0.0
"Annak is örülni kell, ami nincs – Bozsik Yvette a Mandinernek", Mandiner,2022. április 18. 13:01,," És rosszul érintett, napokig bőgtem miatta, hogy vége az idillnek, jön a dobozok és a tanszerlisták világa.",,0,0.0
"Annak is örülni kell, ami nincs – Bozsik Yvette a Mandinernek", Mandiner,2022. április 18. 13:01,," Ezt a rettenetes, folyamatosan növekvő listát bele is koreografáltam az előadásba, amitől az egész hirtelen nagyon vicces és könnyű lett.",,0,0.0
"Annak is örülni kell, ami nincs – Bozsik Yvette a Mandinernek", Mandiner,2022. április 18. 13:01,," Akkor jöttem rá, hogy így is lehet: a jót, a tapasztalást keresni a rosszban is.",,0,0.0
"Annak is örülni kell, ami nincs – Bozsik Yvette a Mandinernek", Mandiner,2022. április 18. 13:01,," Ha mindenki hasonlóan tenne, talán nem a cinizmus, a kiábrándultság lenne a kordivat a mindennapokban és a művészetben is, hanem a szépségre, egyetemességre, harmóniára való törekvés, a katarzis keresése.",,0,0.0
"Annak is örülni kell, ami nincs – Bozsik Yvette a Mandinernek", Mandiner,2022. április 18. 13:01,, És akkor mint a Teremtő képmásai talán újra megszeretnénk magunkat.,,0,0.0
"Annak is örülni kell, ami nincs – Bozsik Yvette a Mandinernek", Mandiner,2022. április 18. 13:01,,Utóbbit nehéz megtanulni?,,0,0.0
"Annak is örülni kell, ami nincs – Bozsik Yvette a Mandinernek", Mandiner,2022. április 18. 13:01,,Nagyon.,,0,0.0
"Annak is örülni kell, ami nincs – Bozsik Yvette a Mandinernek", Mandiner,2022. április 18. 13:01,, Ötvenéves koromig én sem szerettem magam igazán.,,0,0.0
"Annak is örülni kell, ami nincs – Bozsik Yvette a Mandinernek", Mandiner,2022. április 18. 13:01,," Abban a pillanatban, amikor táncoltam, igen, de magánemberként sokszor már nem éreztem ugyanezt.",,0,0.0
"Annak is örülni kell, ami nincs – Bozsik Yvette a Mandinernek", Mandiner,2022. április 18. 13:01,,Mi változott akkor?,,0,0.0
"Annak is örülni kell, ami nincs – Bozsik Yvette a Mandinernek", Mandiner,2022. április 18. 13:01,," A korral az ember megnyugszik, jó esetben bölcsebbé válik, felméri az értékeit, és helyén kezeli a hiányosságait?",,0,0.0
"Annak is örülni kell, ami nincs – Bozsik Yvette a Mandinernek", Mandiner,2022. április 18. 13:01,,"Nem a kor a fontos, hanem a szellemi és lelki egyensúly.",,0,0.0
"Annak is örülni kell, ami nincs – Bozsik Yvette a Mandinernek", Mandiner,2022. április 18. 13:01,," Amihez az is kell, hogy a testünkkel jóban legyünk.",,0,0.0
"Annak is örülni kell, ami nincs – Bozsik Yvette a Mandinernek", Mandiner,2022. április 18. 13:01,,"Régebben állandóan fájt mindenem, egy táncos óriási fizikai igénybevételnek van kitéve.",,0,0.0
"Annak is örülni kell, ami nincs – Bozsik Yvette a Mandinernek", Mandiner,2022. április 18. 13:01,," Egy ponton elegem lett, és úgy döntöttem, megkeresem, mi okozza ezt a sok fájdalmat.",,0,0.0
"Annak is örülni kell, ami nincs – Bozsik Yvette a Mandinernek", Mandiner,2022. április 18. 13:01,," Ahogy rájöttem, egyszerre megszűnt minden kellemetlen érzés.",,0,0.0
"Annak is örülni kell, ami nincs – Bozsik Yvette a Mandinernek", Mandiner,2022. április 18. 13:01,," Abban az időszakban, amikor elindultam az önismeret útján, jutottam el olyan tanításokhoz, amelyeknek köszönhetően ma már más ember vagyok, mint három évvel ezelőttig.",,0,0.0
"Annak is örülni kell, ami nincs – Bozsik Yvette a Mandinernek", Mandiner,2022. április 18. 13:01,," De ehhez kellett az is, hogy kataklizma történjen a világban, megálljon egy időre az élet, így legyen időm magamba nézni.",,0,0.0
"Annak is örülni kell, ami nincs – Bozsik Yvette a Mandinernek", Mandiner,2022. április 18. 13:01,," És akkor elhatároztam, hogy nem félek többé, a félelem helyett a szeretetet választom.",,0,0.0
"Annak is örülni kell, ami nincs – Bozsik Yvette a Mandinernek", Mandiner,2022. április 18. 13:01,,"Jövőre lesz harmincéves a társulata, amely nemcsak a három évtizedes töretlen működése miatt számít kuriózumnak, hanem mert az idősebb korosztály is helyet kap benne.",,0,0.0
"Annak is örülni kell, ami nincs – Bozsik Yvette a Mandinernek", Mandiner,2022. április 18. 13:01,, Hogyan sikerült ilyen hosszú időn át egyben tartani?,,0,0.0
"Annak is örülni kell, ami nincs – Bozsik Yvette a Mandinernek", Mandiner,2022. április 18. 13:01,,"Ebből a szempontból mindig is Pina Bausch volt a példaképem, aki harmincéves kor alatt fel sem vett táncosokat.",,0,0.0
"Annak is örülni kell, ami nincs – Bozsik Yvette a Mandinernek", Mandiner,2022. április 18. 13:01,," Nálunk nagyjából ugyanolyan arányban vannak idősebbek és a fiatalabbak, ami nagyon jó: kölcsönösen tanulunk egymástól.",,0,0.0
"Annak is örülni kell, ami nincs – Bozsik Yvette a Mandinernek", Mandiner,2022. április 18. 13:01,,"ahol mindenkinek a színpadon kívül is tennie kell a közösségért, a fiúk pakolják a díszleteket, kellékeket, a lányok a ruhákat.",,0,0.0
"Annak is örülni kell, ami nincs – Bozsik Yvette a Mandinernek", Mandiner,2022. április 18. 13:01,," Amikor pedig meghívnak valahova dolgozni, a Nemzetibe vagy az Operettszínházba, musicalekbe vagy prózai előadásokba, mindig viszem magammal a táncosaimat is, akiknek így komplexebb a tudásuk az átlagnál, beszélni és énekelni is tudnak.",,0,0.0
"Annak is örülni kell, ami nincs – Bozsik Yvette a Mandinernek", Mandiner,2022. április 18. 13:01,," Ráadásul kis utazótársulatként ugyanolyan jól tudunk működni, mint amikor például a Müpában kell egy nagy produkciót kiállítani.",,0,0.0
"Annak is örülni kell, ami nincs – Bozsik Yvette a Mandinernek", Mandiner,2022. április 18. 13:01,," Szerintem ez a fajta sokféleség tart meg minket ennyi ideje, és az a sok öröm és alázat, amit mindannyian beleteszünk a közös munkába.",,0,0.0
"Annak is örülni kell, ami nincs – Bozsik Yvette a Mandinernek", Mandiner,2022. április 18. 13:01,,2009 óta a Magyar Táncművészeti Egyetem koreográfusképző intézetének tanszékvezetője is.,,0,0.0
"Annak is örülni kell, ami nincs – Bozsik Yvette a Mandinernek", Mandiner,2022. április 18. 13:01,," Hogy látja, milyen lehetőségei vannak ma egy pályakezdőnek?",,0,0.0
"Annak is örülni kell, ami nincs – Bozsik Yvette a Mandinernek", Mandiner,2022. április 18. 13:01,,"Biztosan jobbak, mint az én időmben.",,0,0.0
"Annak is örülni kell, ami nincs – Bozsik Yvette a Mandinernek", Mandiner,2022. április 18. 13:01,," A kilencvenes évek elején az Operettszínházban háromezer-ötszáz forint volt a kezdő fizetésem, abból vettük meg a díszleteket a Természetes Vészek Kollektíva produkcióiba.",,0,0.0
"Annak is örülni kell, ami nincs – Bozsik Yvette a Mandinernek", Mandiner,2022. április 18. 13:01,," Ma már egy a miénkhez hasonló kiemelt társulatnak, de a függetleneknek is éves támogatásuk van, nálam a táncosok és a munkatársaim rendes alkalmazottként kapnak fizetést.",,0,0.0
"Annak is örülni kell, ami nincs – Bozsik Yvette a Mandinernek", Mandiner,2022. április 18. 13:01,," Emellett itt van a nemrég átadott Nemzeti Táncszínház, ahol sok társulat tud békében egymás mellett létezni, a klasszikus balettől a kortárs táncon és a néptáncon át a divattáncig minden műfaj megtalálja a helyét és közönségét.",,0,0.0
"Annak is örülni kell, ami nincs – Bozsik Yvette a Mandinernek", Mandiner,2022. április 18. 13:01,, Szintén rengeteg pozitívumot hozott az egyetemen az alapítványi modellváltás.,,0,0.0
"Annak is örülni kell, ami nincs – Bozsik Yvette a Mandinernek", Mandiner,2022. április 18. 13:01,," Az infrastrukturális fejlesztéseken túl lesz pénz arra is, hogy a szakma legjobbjait hívhassuk meg tanítani.",,0,0.0
"Annak is örülni kell, ami nincs – Bozsik Yvette a Mandinernek", Mandiner,2022. április 18. 13:01,," Olyan egyéniségeket, akikre emberileg és művészileg is fel lehet nézni, és akik példaképei lehetnek a fiataloknak.",,0,0.0
"Annak is örülni kell, ami nincs – Bozsik Yvette a Mandinernek", Mandiner,2022. április 18. 13:01,,"Tavaly augusztus óta ön is benne van az egyetemet fenntartó alapítvány kuratóriumában, nem kapott ezért támadásokat a szakmán belül?",,0,0.0
"Annak is örülni kell, ami nincs – Bozsik Yvette a Mandinernek", Mandiner,2022. április 18. 13:01,,"Nem tudok ilyesmiről, de már nem bántana.",,0,0.0
"Annak is örülni kell, ami nincs – Bozsik Yvette a Mandinernek", Mandiner,2022. április 18. 13:01,," Amikor 2012-ben érvényes pályázaton elnyertem a Trafó igazgatói posztját, akkora gyűlölet zuhant rám olyanoktól, akik addig ajnároztak és díjakkal halmoztak el,",,0,0.0
"Annak is örülni kell, ami nincs – Bozsik Yvette a Mandinernek", Mandiner,2022. április 18. 13:01,,"Utólag visszagondolva nem is baj, hogy így történt, és végül visszaléptem.",,0,0.0
"Annak is örülni kell, ami nincs – Bozsik Yvette a Mandinernek", Mandiner,2022. április 18. 13:01,,Rosszban a jót?,,0,0.0
"Annak is örülni kell, ami nincs – Bozsik Yvette a Mandinernek", Mandiner,2022. április 18. 13:01,,Pontosan.,,0,0.0
"Annak is örülni kell, ami nincs – Bozsik Yvette a Mandinernek", Mandiner,2022. április 18. 13:01,," Az egész cirkusz után olyan szakasza kezdődött az életemnek, amely szakmailag és emberileg is rengeteg megújulást hozott.",,0,0.0
"Annak is örülni kell, ami nincs – Bozsik Yvette a Mandinernek", Mandiner,2022. április 18. 13:01,," Előbb Vidnyánszky Attila hívott a Nemzetibe koreografálni és rendezni, és elkezdtem nagy produkciókat csinálni a Müpában, aztán jöttek a musicalek, az operettek először a Csiky Gergely Színházban, majd 2019-ben a háromfelvonásos János vitéz az Operettszínházban.",,0,0.0
"Annak is örülni kell, ami nincs – Bozsik Yvette a Mandinernek", Mandiner,2022. április 18. 13:01,," Közben újratanultam a történelmet, megismertem a magyar nyelv teremtő erejét, a hazámhoz és az egész emberiséghez való viszonyomat.",,0,0.0
"Annak is örülni kell, ami nincs – Bozsik Yvette a Mandinernek", Mandiner,2022. április 18. 13:01,," Sok mindent megtapasztaltam, amivel addig nem foglalkoztam.",,0,0.0
"Annak is örülni kell, ami nincs – Bozsik Yvette a Mandinernek", Mandiner,2022. április 18. 13:01,," Már nem félek a változástól, már nem lehet beszorítani az alternatív művész kategóriájába, számon kérve rajtam, hogy miért nem vagyok még mindig az üvegdobozban.",,0,0.0
"Annak is örülni kell, ami nincs – Bozsik Yvette a Mandinernek", Mandiner,2022. április 18. 13:01,, ,,0,0.0
"Annak is örülni kell, ami nincs – Bozsik Yvette a Mandinernek", Mandiner,2022. április 18. 13:01,,"Ezért jó a Nemzeti Táncszínházban dolgozni, mert itt nincs megosztottság, több műfajban alkotunk, drukkolunk a másiknak, szeretjük egymást.",,0,0.0
"Annak is örülni kell, ami nincs – Bozsik Yvette a Mandinernek", Mandiner,2022. április 18. 13:01,," Nem a különbségekről szól az egész, hanem hogy mi tesz minket hasonlóvá, és az nem más, mint a tánc szeretete.",,0,0.0
"Annak is örülni kell, ami nincs – Bozsik Yvette a Mandinernek", Mandiner,2022. április 18. 13:01,,Nyitókép: Ficsor Márton,,0,0.0
"Annak is örülni kell, ami nincs – Bozsik Yvette a Mandinernek", Mandiner,2022. április 18. 13:01,,"olyan lelki fejlődési úton vagyok, amelyen mind kisebb szerepe van az egónak.",,0,0.0
"Annak is örülni kell, ami nincs – Bozsik Yvette a Mandinernek", Mandiner,2022. április 18. 13:01,,"A Bohóc kerestetik egyben reakció is a fent említett, egyre disztópikusabb, technicizáltabb világunkra.",,0,0.0
"Annak is örülni kell, ami nincs – Bozsik Yvette a Mandinernek", Mandiner,2022. április 18. 13:01,,"Annál szabadabb vagyok, minél kevesebb dolgot birtokolok.",,0,0.0
"Annak is örülni kell, ami nincs – Bozsik Yvette a Mandinernek", Mandiner,2022. április 18. 13:01,,"Most, túl az ötvenen viszont már látom, hogy csak ez az egy út van.",,0,0.0
"Annak is örülni kell, ami nincs – Bozsik Yvette a Mandinernek", Mandiner,2022. április 18. 13:01,, ,,0,0.0
"Annak is örülni kell, ami nincs – Bozsik Yvette a Mandinernek", Mandiner,2022. április 18. 13:01,,"Mert az életnél nincs jobb minta,",,0,0.0
"Annak is örülni kell, ami nincs – Bozsik Yvette a Mandinernek", Mandiner,2022. április 18. 13:01,,"A gyerekek szintén egy színes-végtelen buborékban, az univerzum teljességében élnek nagyjából hétéves korukig,",,0,0.0
"Annak is örülni kell, ami nincs – Bozsik Yvette a Mandinernek", Mandiner,2022. április 18. 13:01,,"A test a lélek temploma, és mindennap meg kellene neki köszönni, hogy ennyi mindent kibír.",,0,0.0
"Annak is örülni kell, ami nincs – Bozsik Yvette a Mandinernek", Mandiner,2022. április 18. 13:01,,"Igazi, klasszikus értelemben vett műhely vagyunk,",,0,0.0
"Annak is örülni kell, ami nincs – Bozsik Yvette a Mandinernek", Mandiner,2022. április 18. 13:01,,hogy egy életre megtanultam függetleníteni magamat a környezetemtől.,,0,0.0
"Annak is örülni kell, ami nincs – Bozsik Yvette a Mandinernek", Mandiner,2022. április 18. 13:01,, ,,0,0.0
Törökország támadást indított az iraki kurdok ellen, Mandiner,2022. április 18. 13:43,,A dw.,,0,0.0
Törökország támadást indított az iraki kurdok ellen, Mandiner,2022. április 18. 13:43,,"com portál tájékoztatása szerint Hulusi Akar török ​​védelmi miniszter a támadással kapcsolatban úgy nyilatkozott: „Eltökélt szándékunk, hogy megmentsük nemzetünket attól a terrorszerencsétlenségtől, amely 40 éve sújtja hazánkat”.",,0,0.0
Törökország támadást indított az iraki kurdok ellen, Mandiner,2022. április 18. 13:43,,"„Török harci repülőgépek, helikopterek és drónok kurd fegyveres célpontokat, táborokat, alagutakat, óvóhelyeket és lőszertároló területeket támadtak Irak északi részén” – idézte Hulusi Akar védelmi minisztert az Anadolu állami hírügynökség.",,0,0.0
Törökország támadást indított az iraki kurdok ellen, Mandiner,2022. április 18. 13:43,,"„Eddig a terveknek megfelelően, sikeresen halad a műveletünk” – mondta, de a hadművelet áldozatairól nem adott tájékoztatást.",,0,0.0
Törökország támadást indított az iraki kurdok ellen, Mandiner,2022. április 18. 13:43,, A török ​​repülőgépek és tüzérség a Kurdisztáni Munkáspárthoz vagy a PKK-hoz tartozó célpontokra csapott le.,,0,0.0
Törökország támadást indított az iraki kurdok ellen, Mandiner,2022. április 18. 13:43,," A csoport támaszpontokat tart fenn Irak északi részén, és a területet Törökország elleni támadásokra használta.",,0,0.0
Törökország támadást indított az iraki kurdok ellen, Mandiner,2022. április 18. 13:43,, ,,0,0.0
Törökország támadást indított az iraki kurdok ellen, Mandiner,2022. április 18. 13:43,,Fotó: Emin Sansar / ANADOLU AGENCY / Anadolu Agency via AFP,,0,0.0
"Kreminnát is megszállták az oroszok, utcai harcok kezdődtek", Mandiner,2022. április 18. 13:22,,"Szerhij Haidai közleménye szerint lelőttek négy civilt, akik menekülni próbáltak a kelet-ukrajnai Kreminnából.",,1,0.0
"Kreminnát is megszállták az oroszok, utcai harcok kezdődtek", Mandiner,2022. április 18. 13:22,," A civilek egy autóban utazva próbáltak kimenekülni a városból, amikor az orosz csapatok tüzet nyitottak rájuk – írja a CNN értesüléseire hivatkozva a Telex.",,1,0.0
"Kreminnát is megszállták az oroszok, utcai harcok kezdődtek", Mandiner,2022. április 18. 13:22,,„Négy ember meghalt.,,1,0.0
"Kreminnát is megszállták az oroszok, utcai harcok kezdődtek", Mandiner,2022. április 18. 13:22,," Egy súlyosan sérült személy van még a helyszínen, de az orvosok nem tudnak érte menni a folyamatos harcok miatt.",,1,0.0
"Kreminnát is megszállták az oroszok, utcai harcok kezdődtek", Mandiner,2022. április 18. 13:22,, Jelen pillanatban elvesztettük az irányítást Kreminna felett” – írta Telegramon Haidai.,,1,0.0
"Kreminnát is megszállták az oroszok, utcai harcok kezdődtek", Mandiner,2022. április 18. 13:22,,"A CNN arról írt korábban Haidai jelentése alapján, hogy a városba beléptek az oroszok, ezzel együtt beindultak az utcai harcok is.",,1,0.0
"Kreminnát is megszállták az oroszok, utcai harcok kezdődtek", Mandiner,2022. április 18. 13:22,, A katonai kormányzó szerint,,1,0.0
"Kreminnát is megszállták az oroszok, utcai harcok kezdődtek", Mandiner,2022. április 18. 13:22,,"„Megterveztük az evakuációt, szó szerint erdei útvonalakon, hogy ne vegyék össztűz alá az embereket.",,1,0.0
"Kreminnát is megszállták az oroszok, utcai harcok kezdődtek", Mandiner,2022. április 18. 13:22,, De az éjszaka folyamán változott a helyzet” – mondja Haidai.,,1,0.0
"Kreminnát is megszállták az oroszok, utcai harcok kezdődtek", Mandiner,2022. április 18. 13:22,,"A kormányzó szerint nemcsak a város különböző pontján lendültek támadásba az oroszok, de a megye több más városában is: Liszicsanszkban hat rendőr sérült meg, amikor az orosz csapatok tűz alá vették a helyi rendőrörsöt, Zolotéban pedig két ember meghalt, négy pedig megsérült a megszállókkal való összecsapásokban.",,1,0.0
"Kreminnát is megszállták az oroszok, utcai harcok kezdődtek", Mandiner,2022. április 18. 13:22,,Nyitókép: MTI/AP/Emilio Morenatti,,1,0.0
Alapjogokért Központ: Gyurcsány lehet az ellenzék jövőbeni stratégiájának alakítója, Mandiner,2022. április 18. 12:35,,"Az ellenzék jövőbeni stratégiájának alakítója, központi szereplője a DK vezetője lesz – szögezte le a Magyar Nemzetnek adott interjújában Tóth Erik.",,1,0.0
Alapjogokért Központ: Gyurcsány lehet az ellenzék jövőbeni stratégiájának alakítója, Mandiner,2022. április 18. 12:35,, Az Alapjogokért Központ vezető elemzője szerint mindez sokat elárul a kormánykritikus politikai elit állapotáról: az utóbbi két évtizedben,,1,0.0
Alapjogokért Központ: Gyurcsány lehet az ellenzék jövőbeni stratégiájának alakítója, Mandiner,2022. április 18. 12:35,,"„Gyurcsány Ferenc lassan a baloldali ellenzéki roncsderbi egyetlen komolyan vehető politikusává válik, aki ugyanazt teszi, mint 2010 előtt, még fénykorában” – fejtette ki Tóth Erik.",,1,0.0
Alapjogokért Központ: Gyurcsány lehet az ellenzék jövőbeni stratégiájának alakítója, Mandiner,2022. április 18. 12:35,," Az elemző szerint Gyurcsány Ferenc ellenfeleit leszalámizza, egykori pártja alól pedig kiszervezi a szavazókat úgy, hogy ők a saját bázisát erősítsék a későbbiekben.",,1,0.0
Alapjogokért Központ: Gyurcsány lehet az ellenzék jövőbeni stratégiájának alakítója, Mandiner,2022. április 18. 12:35,,"„Ennek a stratégiának esett áldozatul az MSZP is, amely sem kiköpni, sem lenyelni nem tudta a bukott miniszterelnökét 2011 óta” – fogalmazott Tóth Erik, aki úgy véli, az, hogy Gyurcsány Ferenc lehet a baloldal első számú erős embere, sokat elárul a kormánykritikus politikai elit állapotáról: az utóbbi két évtizedben nem tudtak egy olyan személyt felépíteni, aki elfeledtethetné az őszödi eseményeket, és „visszaadhatná” a baloldal hitét.",,1,0.0
Alapjogokért Központ: Gyurcsány lehet az ellenzék jövőbeni stratégiájának alakítója, Mandiner,2022. április 18. 12:35,, Ezzel szemben sokkal tragikusabb sors jut számukra:,,1,0.0
Alapjogokért Központ: Gyurcsány lehet az ellenzék jövőbeni stratégiájának alakítója, Mandiner,2022. április 18. 12:35,,"Gyurcsány Ferenc még 2014-ben az önkormányzati választás kampányidőszakában leszögezte, hogy mi az ő politikai víziójának lényege: „Együttműködés vagy politikai halál” – mondta az akkor még kispártnak minősülő DK vezetője – emlékeztet Tóth Erik.",,1,0.0
Alapjogokért Központ: Gyurcsány lehet az ellenzék jövőbeni stratégiájának alakítója, Mandiner,2022. április 18. 12:35,," Leszögezte azt is, hogy az ideális állapot szerinte az lenne, hogy egy közös, egységes Demokrata Pártba tömörülne a kormánykritikus oldal.",,1,0.0
Alapjogokért Központ: Gyurcsány lehet az ellenzék jövőbeni stratégiájának alakítója, Mandiner,2022. április 18. 12:35,," Politikai értelemben ez már akkor két dolgot vetített előre: Gyurcsány ambíciója az, hogy az egykori MSZP-s platformból egy domináns ellenzéki pártot hozzon létre, valamint az is a napirenden szerepelt, hogy megkerülhetetlen politikussá váljon ismét a baloldalon szervezeti, gazdasági és politikai értelemben is.",,1,0.0
Alapjogokért Központ: Gyurcsány lehet az ellenzék jövőbeni stratégiájának alakítója, Mandiner,2022. április 18. 12:35,, ,,1,0.0
Alapjogokért Központ: Gyurcsány lehet az ellenzék jövőbeni stratégiájának alakítója, Mandiner,2022. április 18. 12:35,,"16 képviselőjük lesz az új törvényhozásban, országos szervezetrendszerük csak nekik van, sikeresen szólítják meg és karolják fel a többi ellenzéki formációról lemorzsolódó párt nélkülieket.",,1,0.0
Alapjogokért Központ: Gyurcsány lehet az ellenzék jövőbeni stratégiájának alakítója, Mandiner,2022. április 18. 12:35,, Gyurcsány ráadásul – ezt még ellenzéki vetélytársai is kénytelenek elismerni – hozzájuk képest professzionális politikus.,,1,0.0
Alapjogokért Központ: Gyurcsány lehet az ellenzék jövőbeni stratégiájának alakítója, Mandiner,2022. április 18. 12:35,, ,,1,0.0
Alapjogokért Központ: Gyurcsány lehet az ellenzék jövőbeni stratégiájának alakítója, Mandiner,2022. április 18. 12:35,,"Fővárosi pozícióit megerősítette, az országosan meglévő üvegplafont azonban nem tudta áttörni: még mindig tízből nyolc választó azt mondja, hogy nem szeretné őt fontos politikai pozícióban látni,",,1,0.0
Alapjogokért Központ: Gyurcsány lehet az ellenzék jövőbeni stratégiájának alakítója, Mandiner,2022. április 18. 12:35,,– hangsúlyozza az elemző.,,1,0.0
Alapjogokért Központ: Gyurcsány lehet az ellenzék jövőbeni stratégiájának alakítója, Mandiner,2022. április 18. 12:35,," Meg is próbálták a személyét elrejteni a kampányban, és az országos közös listán is „csak” a nyolcadik helyet – gyakorlatban pedig az ötödik pozíciót – kapta meg.",,1,0.0
Alapjogokért Központ: Gyurcsány lehet az ellenzék jövőbeni stratégiájának alakítója, Mandiner,2022. április 18. 12:35,," A többi ellenzéki párt tehetségének hiánya, és bénázása miatt azonban mára megkerülhetetlen szereplővé vált, a koalíciós összefogási kísérletekből őt kihagyni nem tudják már ellenfelei.",,1,0.0
Alapjogokért Központ: Gyurcsány lehet az ellenzék jövőbeni stratégiájának alakítója, Mandiner,2022. április 18. 12:35,,"A 2022-es országgyűlési választáson történelmi vereséget szenvedett el a baloldali blokk, ráadásul úgy, hogy megvalósult az évek óta áhított összefogás – mutat rá Tóth Erik, aki szerint most a vereség felelőseinek megtalálása és stigmatizálása zajlik az ellenzéki oldalon: Gyurcsány Ferenc rögtön, a választás éjszakáján Márki-Zay Péterben találta meg az egyedüli felelőst.",,1,0.0
Alapjogokért Központ: Gyurcsány lehet az ellenzék jövőbeni stratégiájának alakítója, Mandiner,2022. április 18. 12:35,," Ez az ő személyes érdeke miatt van így, azt szeretné elkerülni, hogy koalíciós partnerei véletlenül se jussanak el oda, hogy azt gondolják, Gyurcsánnyal nem lehet győzni.",,1,0.0
Alapjogokért Központ: Gyurcsány lehet az ellenzék jövőbeni stratégiájának alakítója, Mandiner,2022. április 18. 12:35,," Ezt sikeresen el is érte egyébként az utóbbi két hétben, így egy biztos: ",,1,0.0
Alapjogokért Központ: Gyurcsány lehet az ellenzék jövőbeni stratégiájának alakítója, Mandiner,2022. április 18. 12:35,,"Gyurcsány fel is vázolta rövidtávú megoldási javaslatát akkor, amikor azt mondta értékelő beszédében, hogy legyen mindenki olyan, mint ő.",,1,0.0
Alapjogokért Központ: Gyurcsány lehet az ellenzék jövőbeni stratégiájának alakítója, Mandiner,2022. április 18. 12:35,," Ne egy, hanem sok Gyurcsány legyen, a 2026-os választás miniszterelnök-jelöltjének pedig ismételten Dobrev Klárát jelölte meg, hiszen meggyőződése szerint vele győzött volna az ellenzék.",,1,0.0
Alapjogokért Központ: Gyurcsány lehet az ellenzék jövőbeni stratégiájának alakítója, Mandiner,2022. április 18. 12:35,,"Tóth Erik úgy véli, a baloldaliak kudarca és Gyurcsány részleges sikere is az, hogy ő a domináns ellenzéki pozíció birtokosa.",,1,0.0
Alapjogokért Központ: Gyurcsány lehet az ellenzék jövőbeni stratégiájának alakítója, Mandiner,2022. április 18. 12:35,," Kudarc, hiszen az alternatívanélküliséget igazolja.",,1,0.0
Alapjogokért Központ: Gyurcsány lehet az ellenzék jövőbeni stratégiájának alakítója, Mandiner,2022. április 18. 12:35,," Gyurcsány Ferenc részéről viszont siker, még akkor is, ha egy gyakran használt magyar közmondás jut erről a helyzetről az elemző eszébe: vakok között félszemű a király.",,1,0.0
Alapjogokért Központ: Gyurcsány lehet az ellenzék jövőbeni stratégiájának alakítója, Mandiner,2022. április 18. 12:35,, ,,1,0.0
Alapjogokért Központ: Gyurcsány lehet az ellenzék jövőbeni stratégiájának alakítója, Mandiner,2022. április 18. 12:35,,"A szavazók viszont ahhoz a politikai párthoz fordulnak, amelyik erőt, határozottságot és víziót ad olyankor is, amikor",,1,0.0
