,content,sentencelabel
247,"Ugyanakkor azt hozzátette, egy ekkora különbségű győzelemnél el kell ismerni, hogy nem csalásnak köszönhetően nyerte meg a választást Orbán Viktor.",0
248,Márki-Zay az ATV-nek is nyilatkozott erről.,0
249,Márki-Zay Péter reagált Lázár János korábbi kijelentésére is.,0
250, Ezzel kapcsolatban elmondta:,0
251,vagy Hódmezővásárhely polgármestere marad-e.,0
252,Fotó: Trenka Attila,0
253,Közlemény: tudósításunk téves megfogalmazását a megjelenése után pontosítottuk (a szerk.,0
254,12:56 Háborús bűncselekmény a bucsai mészárlás Demkó Attila szerint,0
255,"„A földön fekvő emberek élnének, ha nincs az orosz invázió” – fogalmaz a Bucsában történtekről a biztonságpolitikai szakértő.",0
256, Bővebben!,0
257,11:57 Drón segítségével likvidáltak egy mesterlövészt a csecsenek,0
258,Kadirov katonái feltehetően Mariupol környékén akcióztak.,0
259, Bővebben!,0
260,11:21 Újabb és újabb holttestek kerülnek elő Kijev mellett,0
261,A hétfői ukrán médiajelentések szerint már 340 holttestet találtak.,0
262, Bővebben!,0
263,7:56 Zelenszkij bejelentkezett a Grammy-gálán: Töltsétek meg zenétekkel a csendet!,0
264,Az ukrán elnök videoüzenetben szólította fel a jelenlévőket Ukrajna támogatására.,0
265, Bővebben!,0
266,7:13 Szlovákia szükség esetén rubellel fizet az orosz gázért,0
267,"A szlovák kormányfőhelyettes azt mondja, nem szeretnének ártani a saját gazdaságuknak.",0
268, Bővebben!,0
269,***,0
270,"A Bucsában történt bűncselekményeknél is szörnyűbb dolgok derülhetnek még ki tekintettel arra, hogy Ukrajna más régiói még mindig orosz ellenőrzés alatt állnak – közölte vasárnap esti videóüzenetében Volodimir Zelenszkij ukrán elnök.",0
271," Mint mondta, azokon a helyeken „még több halott lehet és bántalmazás történhetett.",0
272," Mert ez az orosz hadsereg természete, amely az országunkba jött.",0
273," Olyan embertelen teremtmények, akik nem tudnak másként cselekedni” – hangoztatta Zelenszkij.",0
274,"Beszélt arról is, hogy Ukrajnának elvileg nem is kellett volna külföldi partnereitől fegyvereket kérnie.",0
275, „Mert ,0
276,"Mert pontosan tudták, milyen vész közeleg és az mit hoz magával” – tette hozzá az ukrán elnök.",0
277," Ukrán hivatalos közlések szerint a településen tömegsírra is bukkantak, amelyben 280 férfi holttestét találták meg.",0
278,míg Kijev az orosz csapatokat vádolja ártatlan civilek lemészárlásával.,0
279,(MTI),0
280,"Az országgyűlési választásokkal párhuzamosan tartották a kormány által kezdeményezett, négykérdéses gyermekvédelmi népszavazást is, de a referendum nem érte el az érvényességi küszöböt.",0
281,A Nemzeti Választási Iroda az alábbi adatokat közölte a hivatalos honlapján:,0
282,1.,0
283," Támogatja-e Ön, hogy kiskorú gyermekeknek köznevelési intézményben a szülő hozzájárulása nélkül szexuális irányultságokat bemutató foglalkozást tartsanak?",0
284,"Feldolgozottság: 98,94 %",0
285,A szavazatok megoszlása:,0
286,Igen-nem szavazatok száma és aránya,0
287, ,0
288,2.,0
289," Támogatja-e Ön, hogy kiskorú gyermekek számára nemi átalakító kezeléseket népszerűsítsenek?",0
290,"Feldolgozottság:  98,94%",0
291,A szavazatok megoszlása,0
292,Igen-nem szavazatok száma és aránya,0
293, ,0
294,3.,0
295," Támogatja-e Ön, hogy kiskorú gyermekeknek fejlődésüket befolyásoló szexuális médiatartalmakat korlátozás nélkül mutassanak be?",0
296,"Feldolgozottság:  98,94%",0
297,A szavazatok megoszlása,0
298,Igen-nem szavazatok száma és aránya,0
299, ,0
300,4.,0
301," Támogatja-e Ön, hogy kiskorú gyermekeknek a nem megváltoztatását bemutató médiatartalmakat jelenítsenek meg?",0
302,"Feldolgozottság: 97,28%",0
303,A szavazatok megoszlása,0
304,Igen-nem szavazatok száma és aránya,0
305,„Hölgyeim és uraim!,0
306, Ma súlyos vereséget szenvedtünk” – kezdte videós bejelentkezését Facebook-oldalán a baloldal vezére.,0
307," Elmondása szerint a baloldalt nem tudja képviselni egy olyan jelölt, aki „sok tekintetben a jobboldalt tekinti példának”.",0
308,– fogalmazott Gyurcsány Márki-Zayról.,0
309,"A baloldal vezére szerint „aki a hajót viharba vezeti, aki nem éri el a kikötőt [.",0
310,.,0
311,.,0
312,] az nem a legjobb kapitány”.,0
313," Hozzátette ugyanakkor, hogy „a közös hajónak tovább kell mennie”.",0
314,"10:00 A szavazatok feldolgozottsága 98,96 százalékos, a Fidesz 135 mandátumot szerzett.",0
315,***,0
316,"0:55 95,90%-nál is megvan a Fidesznek a parlamenti kétharmad",0
317,"0:35 94,57%-os a feldolgozottság",0
318,"A Fidesznek 135, a baloldalnak 56, a Mi Hazánknak 7, a magyarországi német nemzetiségnek pedig 1 mandátuma van.",0
319,23:45 Matteo Salvini gratulált Orbán Viktornak,0
320,„Bravo Viktor!,0
321,” Bővebben.,0
322,.,0
323,.,0
324,23:36 Márki-Zay Péter beszédénél sehol sem voltak „szövetségesei”,0
325,"Se Gyurcsány, se Dobrev, se Karácsony, se Jakab.",0
326, De még Fekete-Győr sem volt jelen a baloldal miniszterelnök-jelöltjének beszédénél.,0
327, Bővebben.,0
328,.,0
329,.,0
330,23:19 Frissültek a népszavazási adatok: közel 50 százalékos feldolgozottságnál elsöprő a NEM-ek aránya,0
331,Eddig 1 346 448 fő szavazott érvényesen.,0
332, Bővebben.,0
333,.,0
334,.,0
335,"23:07 Márki-Zay: Nincs Magyarországon demokrácia, gratulálok a Fidesznek, Hitler is kétharmaddal nyert volna 1945 áprilisában",0
336,"„Soha nem gondoltunk volna, hogy ez lesz az eredmény” – mondta a baloldal miniszterelnök-jelöltje, aki le van taglózva.",0
337, Bővebben.,0
338,.,0
339,.,0
340,23:06 „A hatalom a népé!,0
341,”,0
342,"A Fidesz 2022-ben több parlamenti mandátumot nyert, mint 2018-ban.",0
343, Bővebben.,0
344,.,0
345,.,0
346,23:03 Orbán Viktor: Győztünk!,0
347,"2022 után is Orbán Viktor lesz Magyarország miniszterelnöke, a kormányfő a Bálnánál mondott beszédet.",0
348, Bővebben.,0
349,.,0
350,.,0
351,A miniszterelnök beszédét itt nézheti vissza:,0
352,"23:01 A 74,52 százalékos országos feldolgozottság is Fidesz kétharmadot mutat",0
353,"22:30 63,21 százalékos feldolgozottságnál kétharmada van a Fidesz-KDNP-nek",0
354,Mutatjuk a 22:30-as adatokat.,0
355, Bővebben.,0
356,.,0
357,.,0
358,"22:16 Márki-Zay egyéniben is megbukott, Lázár János behúzta körzetét",0
359,"92,66 százalékos feldolgozottságnál továbbra is több mint 10 százalék a differencia Lázár János javára.",0
360, Bővebben.,0
361,.,0
362,.,0
363,"22:11 Terítéken Budapest – Biztos, hogy a baloldal nem húzza be teljesen a fővárost",0
364,Nyerhet Szatmáry Kristóf és Dunai Mónika.,0
365," Jámbor András magabiztosan vezet Sára Botonddal szemben, de Csárdi Antal is vezet Böröcz Lászlóval szemben.",0
366, Bővebben.,0
367,.,0
368,.,0
369,"22:10 Így szavaz Kelet-Magyarország – élőben a szabolcsi, békési, borsodi körzetek eredményei",0
370,"Tarol a Fidesz Borsodban és Hevesben, szinte mindenhol 6 százalék felett a Mi Hazánk jelöltjei.",0
371, Bővebben.,0
372,.,0
373,.,0
374,"22:10 Behozhatatlannak tűnik Lázár előnye, Márki-Zay bukja a körzetét",0
375,"74,31%-os feldolgozottságnál több mint 10%-kal vezet a Fidesz jelöltje.",0
376, Bővebben.,0
377,.,0
378,.,0
379,22:03 Ötven százalék körüli feldolgozottságnál vezet a Fidesz a Dunántúlon,0
380,"Mutatjuk a kampányban billegőnek mondott dunántúli körzetek állását 48,47 %-os feldolgozottságnál!",0
381, Bővebben.,0
382,.,0
383,.,0
384,"21:45 A feldolgozottság 43,26%, még mindig kétharmad mutatkozik a Fidesznél",0
385,"21:15 Így állnak az eredmények 23,03% feldolgozottságnál",0
386,Ide kattintva élőben követheti velünk az eredményeket.,0
387,20:41 Így várják az eredményeket a pártok,0
388,Ide kattintva tekintheti meg friss fotóinkat az eredményvárókról.,0
389,"19:49 Hortobágy polgármestere: Nem választókat, szavazatszámlálókat buszoztattunk",0
390,Jakab Ádám cáfolta a baloldali sajtóhíreszteléseket.,0
391, Bővebben is érdekel.,0
392,19:44 Országszerte mindenhol befejeződött a szavazás,0
393,"Néhány szavazókörben még kevesen sorban állnak, ők 10-15 percen belül be tudják fejezni a szavazást.",0
394, Bővebben is érdekel.,0
395,"19:22 A választók 67,8 százaléka szavazott 18 óra 30 percig",0
396,A Nemzeti Választási Iroda (NVI) adatai szerint 5 216 424 szavazó járult az urnákhoz a vasárnapi országgyűlési képviselő-választáson 18.,0
397,30 óráig.,0
398, Bővebben is érdekel.,0
399,19:11 Medián: Magabiztos Fidesz-győzelem várható,0
400,"A kutatócég nem exit pollt közölt, hanem a választások előtti utolsó felmérését.",0
401, Bővebben is érdekel.,0
402,"19:05 Orbán Viktor: Köszönöm mindenkinek, aki szavazott!",0
403,Közösségi oldalán fejezte ki háláját a kormányfő.,0
404, Bővebben is érdekel.,0
405,18:34 Ezekben a községekben szavaztak a legtöbben 17 óráig,0
406,A TOP5-ben kivétel nélkül 90% feletti a részvétel.,0
407, Bővebben is érdekel.,0
408,"18:25 Itt vannak a választókerületek, ahol a legtöbben szavaztak 17 óráig",0
409,Ismét a budapesti kerületek vezetnek.,0
410, Bővebben is érdekel.,0
411,18:07 Mutatjuk a nap eddigi legfontosabb választási történéseit a 17 órás adatközlés után,0
412,"Ha csak 3 perce van arra, hogy megtudja mi történt a választáson eddig, akkor nézze meg a Mandiner videóját!",0
413, Bővebben is érdekel.,0
414,17:45 Megérkeztek a 17 órás adatok: A szavazásra jogosultak több mint 60 százaléka leadta a voksát,0
415,"A szavazásra jogosultak 62,92 százaléka adta le szavazatát.",0
416, Bővebben is érdekel.,0
417,17:42 Szabálytalanság: egyes szavazókörökben nem kapják meg a választók automatikusan a népszavazási íveket,0
418,"A Mandiner olvasói jelezték: vannak olyan szavazókörök, ahol a szabályokkal ellentétben nem automatikusan adják a választópolgárok kezébe a gyermekvédelmi népszavazás kérdéseit tartalmazó lapot.",0
419, Bővebben is érdekel.,0
420,"17:30 Hann Endre: Szorosabb lehet a végeredmény, mint amit utoljára mértünk",0
421,A Medián igazgatója szerint mindkét oldal erősen mozgósított a kampány utolsó napjaiban.,0
422, Bővebben is érdekel.,0
423,17:20 Baloldali elemző: Az ellenzéki szavazók egy része befogott orral szavaz Márki-Zay Péterre,0
424,"Nagy Attila Tibor szerint az igaz kérdés az, hogy az Orbán-ellenesség erősebb-e a körükben.",0
425, Bővebben is érdekel.,0
426,16:22 Mutatjuk a nap legfontosabb választási történéseit a 15 órás adatközlés után,0
427,"Ha csak 3 perce van arra, hogy megtudja mi történt a választáson eddig, akkor nézze meg a Mandiner videóját!",0
428,Részvételi adatok 13 óráig (bővebb adatokért kattintson a képre!,0
429,):,0
430,15:52 Megérkeztek a 15 órás adatok: A szavazásra jogosultak több mint fele leadta voksát,0
431,"A szavazásra jogosultak 52,75 százaléka adta le szavazatát.",0
432, Bővebben is érdekel.,0
433,"15:33 Füstölni kezdett egy szavazóhelyiség Somogyban, kimentették az urnákat",0
434,A szavazóhelyiséget a bejelentés után pár perccel lezárták.,0
435, Bővebben is érdekel.,0
436,15:21 Kocsis: „Feri!,0
437," Te lesz múlt, menj benne.",0
438, Ápr3án változz fel!,0
439,”,0
440,Baloldali kampány-SMS stílusban üzent a Fidesz frakcióvezetője.,0
441, Bővebben is érdekel.,0
442,15:03 Ebben az öt megyében a legnagyobb a részvétel 13 órakor,0
443,Élen a főváros.,0
444, Bővebben is érdekel.,0
445,14:57 Még ma meg kell semmisíteni a választók adatairól szóló pártnyilvántartásokat,0
446,"Legkésőbb vasárnap 16 óráig meg kell semmisíteniük az országgyűlési választáson induló pártoknak és jelölteknek a szavazóköri névjegyzékben szereplő választópolgárok választási irodától kapott adatait, írja az MTI.",0
447,13:44 Súlyos szabálytalanságról beszél a fideszes Hende Csaba,0
448,"Szombathelyen külön megkérdezi a választókat a bizottság, hogy kérik-e a népszavazási szavazólapot is.",0
449," A szabály viszont az, hogy a szavazóköri delegáltnak kérdés vagy igénylés nélkül mindhárom szavazólapot át kellene adnia.",0
450, Bővebben.,0
451,.,0
452,.,0
453,Részvételi adatok 13 óráig (bővebb adatokért kattintson a képre!,0
454,):,0
455,"13:19 Gyurcsánynak jó a kedve, Dobrev reméli, sokan elmennek szavazni",0
456,"Ők már elmentek szavazni, menjenek el önök is!",0
457, Bővebben.,0
458,.,0
459,.,0
460,"12:44 Békés megye továbbra is a legaktívabb, Szabolcsban a legalacsonyabb a részvételi arány",0
461,"A részvételi arány 11 órakor Békés megyében volt a legmagasabb, 28,03 százalék, ami 75 987 szavazót jelent.",0
462," A legalacsonyabb részvételi arány Szabolcs-Szatmár-Bereg megyében volt, 22,22 százalék, ebben a megyében 95 974-en voksoltak.",0
463,Részvételi adatok 11 óráig (bővebb adatokért kattintson a képre!,0
464,):,0
465,11:03 Nyoma sincs a reggeli tömegnek Londonban,0
466,Csak lézengenek a szavazók.,0
467, Bővebben.,0
468,.,0
469,.,0
470,10:55 Több mint 231 ezren először élhetnek választójogukkal,0
471,"A kerek, ezüstös színű szegéllyel ellátott kitűzőn a „Szavaztam!",0
472,” felirat szerepel.,0
473, Bővebben.,0
474,.,0
475,.,0
476,10:40 Kiugróan aktívak a szavazók Lázár János és Márki-Zay választókerületében,0
477,Nagy csata várható Hódmezővásárhelyen és környékén.,0
478, Bővebben.,0
479,.,0
480,.,0
481,10:21 Gyurcsány Ferenc és Dobrev Klára is leadta a szavazatát,0
482,"„Sokan mondták, hogy Magyarországon csak akkor lesz kormányváltás, ha majd áprilisban havazik.",0
483, Akkor hát eljött a nap” – írta a volt miniszterelnök.,0
484, Bővebben.,0
485,.,0
486,.,0
487,10:06 Jakab Péter is leadta a voksát,0
488,"A Jobbik elnöke szerint Orbán Viktor Magyarország számára szegénységet, félelmet és „putyini” háborút hozott.",0
489, Bővebben.,0
490,.,0
491,.,0
492,"9:56 Orbán szerint a mai választás tétje az, hogy kimarad vagy belesodródik Magyarország a háborúba",0
493,A miniszterelnök leszögezte: „mi a béke pártján állunk”.,0
494, Bővebben.,0
495,.,0
496,.,0
497,"9:44 A 9 órás részvételi arány is alacsonyabb, mint négy éve",0
498,"A jogosultak 10,31 százaléka adta le szavazatát.",0
499, Bővebben.,0
500,.,0
501,.,0
502,9:15 Varga Juditék leadták voksaikat,0
503,"Varga Judit is szavazott: az igazságügyi miniszter férjével, Magyar Péterrel, a Diákhitel Központ vezérigazgatójával és gyerekeivel jelent meg a XII.",0
504, kerületi Mesevár Óvodában.,0
505,"8:58 Reggel 7 óráig alacsonyabb volt a részvételi arány, mint négy éve",0
506,"A jogosultak 1,82 százaléka adata le szavazatát.",0
507, Bővebben.,0
508,.,0
509,.,0
510,8:54 Orbán Viktor leadta a voksát,0
511,"A kormányfő és felesége, Lévai Anikó reggel nyolc óra után nem sokkal leadta a szavazatát.",0
512, Bővebben.,0
513,.,0
514,.,0
515,7:34 Orbán Viktor: A kommunisták mind szavaznak!,0
516, Legyünk ott mi is!,0
517,"A miniszterelnök arra buzdítja támogatóit, hogy legyenek ott ők is.",0
518, Bővebben.,0
519,.,0
520,.,0
521,7:18 Mindenhol rendben megkezdődött a voksolás,0
522,A nemzetközi megfigyelők is figyelemmel követik a szavazást.,0
523, Bővebben.,0
524,.,0
525,.,0
526,Mutatjuk a részvételi adatokat 7 óráig (bővebb adatokért kattintson a képre!,0
527,):,0
528,6:45 Nem kötelező a maszk a szavazóhelyiségben,0
529,"Nincs általános maszkviselési kötelezettség Magyarországon a koronavírus-járvány miatt, ezért a szavazatszámláló bizottság tagjainak és a választóknak sem kötelező maszkot viselniük a szavazókörben.",0
530, A karanténban lévőket felkereső szszb-tagoknak azonban javasolják a maszkviselést és a távolságtartást.,0
531, ,0
532,"A választópolgár a szavazás során használhatja saját tollát, de a szavazatszámláló bizottság gondoskodik a szavazófülkékben elhelyezett tollak rendszeres fertőtlenítéséről.",0
533," Aki saját érdekében úgy ítéli meg, az hordhat maszkot a szavazóhelyiségben, de az azonosítás idejére le kell vennie.",0
534," A karanténban lévőket felkereső, mozgóurnás szszb-tagoknak a Nemzeti Választási Iroda (NVI) javasolja a maszkviselést, a gumikesztyű használatát és a távolságtartás betartását.",0
535, (Forrás: MTI),0
536,6:30 Csak pecséttel érvényes a szavazólap,0
537,"Nem érvényes az a szavazólap, amelyet a szavazatszámláló bizottság nem pecsétel le a választópolgár jelenlétében.",0
538," A szavazólapot tilos előre lebélyegezni, azt csak a választópolgár jelenlétében pecsételheti le, azaz „érvényesítheti” a bizottság egyik tagja.",0
539, (Forrás: MTI),0
540,6:03 Sorra nyílnak a külképviseleti szavazókörök a többi európai országban is ,0
541,"Sorra nyílnak a szavazókörök a Magyarországgal egy időzónában lévő külképviseleteken, az országgyűlési választásra és a népszavazásra ezeken a helyeken is reggel 6-tól este 7 óráig várják a voksolókat, összesen 53 689 választópolgárt.",0
542, (Forrás: MTI),0
543,6:00 Megnyitottak a szavazókörök,0
544,Vasárnap reggel hat órakor megkezdődött a voksolás az ország 10 243 szavazókörében az országgyűlési képviselő-választáson és a gyermekvédelmi kérdésekről rendezett népszavazáson.,0
545,"A választáson 7,7 millió választópolgárt várnak az urnákhoz, ebből több mint 231 ezer fiatal lesz jogosult arra, hogy először szavazhasson, ők azok, akik a 2019-es önkormányzati választáson még nem voltak szavazókorúak, de az azóta eltelt időben nagykorúvá váltak.",0
546,"A Nemzeti Választási Iroda (NVI) napközben hét alkalommal ad tájékoztatást a részvételről: 7, 9, 11, 13, 15, 17 órakor, valamint 18:30-kor.",0
547," A szavazatszámláló bizottságok először az országgyűlési választás szavazólapjait számlálják össze, így az előzetes eredmények ismertetése röviddel az urnazárás után megkezdődik a www.",0
548,valasztas.,0
549,"hu oldalon, és este 11 óra körül már magas feldolgozottsági adatok várhatók.",0
550, (Forrás: MTI),0
551,5:20 A veszélyhelyzet idején lejárt okmányokkal is lehet szavazni,0
552,A vasárnapi országgyűlési képviselő-választáson és népszavazáson elfogadják a veszélyhelyzet idején lejárt okmányokat is;,0
553,"A bizottság elfogadja a kártya formátumú, érvényes ideiglenes személyi igazolványt, a kártya formátumú, érvényes gépjármű-vezetői engedélyt és az 1998 végétől kiadott lézergravírozott, érvényes útleveleket is.",0
554," Az egyes okmányok igénylése során, a kérelem benyújtásakor kapott átvételi elismervény (A4-es nyomtatott lap) azonban nem alkalmas a személyazonosság igazolására.",0
555, (Forrás: MTI),0
556,4:05 Az első szavazó jelenlétében zárják le az urnát,0
557,A szavazás megkezdése előtt az összes szavazókörben valamennyi urnát az első választó jelenlétében zárja le a szavazatszámláló bizottság.,0
558," A 2022-es országgyűlési választáson és a vele egy napon rendezett országos népszavazáson 3177 település 10 243 szavazókörében voksolhat a választásra jogosult 7,7 millió választópolgár reggel 6 és este 7 óra között.",0
559, (Forrás: MTI),0
560,4:00 Sorra nyílnak a külképviseleti szavazókörök a Közel-Keleten és a balkáni országokban,0
561,"Sorra nyílnak a Magyarországtól keletre lévő országok szavazókörei a vasárnapi parlamenti választáson és népszavazáson, ezeken a külképviseleteken helyi idő szerint reggel 6-tól este 7 óráig várják a voksolókat.",0
562, (Forrás: MTI),0
563,Jakab Péter közösségi oldalán értékelte a 2022-es választás eredményeit.,0
564," Ebben először is köszönetet mondott a jobbikos szavazóknak és az aktivistáknak, majd rátért a baloldal teljesítményére.",0
565," Mint mondta, Márki-Zay Péter „hat ellenzéki párt hadseregét” kapta meg az előválasztás után, és „ebből az előnyből Fideszes kétharmadot csinált”.",0
566,"– fogalmazott, hozzátéve, hogy szerinte a „kevesebb, megfontoltabb beszéd most több szavazatot hozott volna”.",0
567,Nyitókép: Facebook,0
568,"Nem sokkal 23:15 után lépett a mikronfok elé Márki-Zay Péter, hogy értékelje a 2022 április 3-i választást, amelyen a Fidesz óriási g győzelmet aratott.",0
569," Márki-Zay emellett saját egyéni választókörzetében is alulmaradt Lázár Jánossal szemben: 52-39 lett a végeredmény, több mint hatezerrel kapott több szavazatot a volt miniszter, mint Márki-Zay.",0
570,"Márki-Zay elég sokáig nem állt a sajtó rendelkezésére, körülbelül 25 perccel Orbán Viktor utána mondta el beszédét, melyet úgy kezdett: le van taglózva, mint mindenki más.",0
571," Márki-Zay mögé egyébként a családtagjai vonultak fel, ellenzéki politikust nem nagyon lehetett látni.",0
572,"„Soha nem gondoltunk volna, hogy ez lesz az eredmény.",0
573," Tudtuk előre, hogy ez egy rendkívüli küzdelem lesz.",0
574, Nincs Magyarországon demokrácia.,0
575, Hadházy Ákosnak volt igaza.,0
576," Egyébként gratulálok neki, mert neki volt igaza.",0
577,” – sorolta.,0
578,Hozzátette: nem tartja szabadnak a választásokat.,0
579,"„A történelem tanulsága, hogy Milošević is népszerű volt, amikor a NATO bombázta, és Hitler is kétharmados többséget szerzett volna 1945-ben Németországban, amikor Berlin körbe volt véve” – mondta Márki-Zay.",0
580,"Orbán félt, hogy elvesztheti a hatalmát.",0
581," Négy éve az életét rátette arra, hogy ezt a rendszert lebontsák.",0
582,"„Most sokan könnyes szemmel fontolgatják, hogy elhagyják az országot.",0
583," De arra kér mindenkit, hogy nyugodjon meg.",0
584," hazamegy, kialussza magát, megcsókolja a gyermekeit, beszélget végre a barátaival.",0
585," Nyugodjunk meg, aludjuk ki magunkat, józan döntést kell hozni” – mondta Márki-Zay, aki hozzátette: mindent megtett, tiszta a lelkiismerete.",0
586,"Még nem született meg ugyan a végleges választási eredmény, de nagyon úgy tűnik, hogy a Mi Hazánk Mozgalom nemcsak, hogy bejut a parlamentbe, de akár hét-nyolc képviselőjük is lehet az új Országgyűlésben.",0
587, Hogyan értékeli az eredményt?,0
588,Megtörtént a csoda.,0
589," Az a csoda, amiben a kutatók,  a hatalmat gyakorló Fidesz és a balliberális oldal sem hitt, de hitt az a több ezer magyar, aki az elmúlt években ezt a csodát véghezvitte.",0
590," Hittek azok, akik 2018-ban az ásotthalmi pusztában életre hívták ezt a mozgalmat, és az a több százezer magyar, aki a Mi Hazánk Mozgalomra voksolt.",0
591," Azért neveztem mindezt csodának, mert olyan brutális ellenszélben, olyan túlerővel szemben kellett ezt véghezvinnünk, amire még nem volt példa.",0
592," A Facebook törölte mind a pártunk, mind az én oldalamat, ami szerintünk a demokratikus választások rendjének megsértése, és ezért feljelentést is tettünk.",0
593,Ezt mindenképp nagyon nagy dolognak tartom.,0
594," A legnehezebb akadályt sikerrel vettük, nekünk tényleg felfele vezet az utunk!",0
595,"Országosan a legtöbb egyéni körzetben, a korábbi méréseket meghaladva 5 százalék feletti, a kelet-magyarországi választókerületekben pedig sok helyen 7-10 százalékos eredményt értek el.",0
596, Elégedett?,0
597,"Természetesen elégedett vagyok, hiszen mi a nulláról indultunk.",0
598," Egy teljesen új politikai erő vagyunk, állami támogatás és oligarchák nélkül.",0
599," Az eredményekből egyértelműen látszik, hogy azokban a dél-magyarországi megyékben voltunk a legerősebbek ahonnan elindultunk, és látszik, hogy hogyan kell megyéről-megyére, fővárosi kerületről-kerületre haladva meggyőzni az ország népét, hogy a Mi Hazánk Mozgalom a legjobb választás.",0
600,A legtöbb médium váratlannak nevezte az eredményüket.,0
601, Mit szól ehhez?,0
602,Számomra nem volt váratlan.,0
603," A legnagyobb nyugalommal vártam a mai eredményt,",0
604,"Egyáltalán nem görcsöltünk az eredményen, mert tekintve, hogy amiken elmúlt években keresztülmentünk a mozgalommal, úgy érzem, ez bizony benne volt a levegőben.",0
605,"A budapesti eredményeik viszont mindenképp váratlannak nevezhetők, hiszen a radikális jobboldal hagyományosan nem túl erős a fővárosban.",0
606,Szerintem ez nem egyértelmű.,0
607," A Jobbik valóban nem volt erős a fővárosban, de a MIÉP például épp Budapesten volt kifejezetten népszerű.",0
608," Mi nem csak a vidéket, hanem Budapestet akarjuk egész Magyarországgal együtt felemelni.",0
609,"Mit gondol, kik szavaztak önökre?",0
610," A régi jobbikos tábor, esetleg a baloldaltól sikerült elvenniük szavazatokat?",0
611,"Az elmúlt hónapokban bejártam az országot, és valószínű ugyan hogy sok régi jobbikos is ránk szavazott, de biztosan kijelenthetem, hogy a legtöbb szavazónk olyan, akinek eddig nem volt pártja, aki bizonytalan volt, vagy akár el sem ment szavazni korábban.",0
612,Mit szól a saját eredményéhez?,0
613,"Teljesen elégedett vagyok vele, hiszen a választókerületem nagy része Szegedhez tartozik, ami egy hagyományosan baloldali város.",0
614," Emellett a homokhátságon, ahol élek, és ahol több szavazatot kaptam, jellemzően azért nem akartak rám szavazni, akik egyébként támogatnak, mert attól féltek, hogy akkor otthagyom Ásotthalmot, és beülök a parlamentbe.",0
615,Ezek szerint képviselő lesz?,0
616,"Igen, frakcióvezető leszek.",0
617,"Az eddigi eredmények alapján elmondható, hogy a Mi Hazánk Mozgalom érdemben befolyásolta a választás végeredményét.",0
618," Még négy éve sincs, hogy a 2018-as választást követően alapították a pártot.",0
619," Úgy érzi, időarányosan elérték a céljukat?",0
620,"A legfontosabb akadályt sikerrel vettük, igen!",0
621,"Szlovákia szükség esetén inkább vállalja a Moszkva által támasztott fizetési feltételeket, és rubelben egyenlíti ki az orosz gázimportot, mintsem ártson saját gazdaságának – jelentette ki vasárnap Richard Sulík szlovák kormányfőhelyettes és gazdasági miniszter.",0
622,– mondta Sulík a szlovák közszolgálati televíziónak adott nyilatkozatában.,0
623," A miniszter kiemelte, hogy szerződésszegésként minősíthető Oroszország fizetési feltétele, de a szlovák gazdaság nem mondhat le teljes mértékben az orosz gázról.",0
624," Emlékeztetett mindenkit, hogy Szlovákia gázimportjának 85 százalékát jelenleg Oroszországból kapja.",0
625," Mindemellett hangsúlyozta, hogy dolgoznak az energetikai függőség csökkentésén a többi között cseppfolyósított fölgáz behozatalával, ehhez a műszaki feltételek megteremtése azonban még éveket vehet igénybe.",0
626,    ,0
627,"Vlagyimir Putyin orosz elnök március 23-án jelentette be, hogy az Ukrajna ellen indított orosz háborúval összefüggésben „barátságtalannak” minősített országoktól – köztük az Európai Unió valamennyi tagállamától – csak rubelben fogadják el a földgáz árát.",0
628," Válaszul erre a világ legfejlettebb ipari államait összefogó, az Európai Uniót is magában foglaló G7 csoport kormányai felszólították az országukban orosz energiahordozók importjával foglalkozó vállalatokat arra, hogy ne fizessenek rubelben az érvényes szerződések alapján Oroszországtól vásárolt földgázért.",0
629, Az orosz hatóságok március 31-ig ígérték a rubelfizetésre történő átállás összes részletének kidolgozását.,0
630," Dmitrij Peszkov, a Kreml szóvivője pénteken újságíróknak kijelentette: akkor sem áll le az orosz gázszállítás, ha a vevő április 1-jéig nem igazolja vissza, hogy kész rubelben rendezni a számlát.",0
631,(MTI),0
632,"Orbán Viktornak és a magyar népnek gratulált az országgyűlési választás eredményéhez Matteo Salvini, az olasz jobboldali kormánypárt Liga elnöke, aki elsőként üzent Facebook-oldalán vasárnap késő este.",0
633,– kezdte bejegyzését Salvini.,0
634, ,0
635,"Új korszak kezdődik Hódmezővásárhelyen, a polgárháborúnak ma este vége lett, ugyanis a háborút megnyertük – jelentette ki Lázár János vasárnap.",0
636," A Fidesz-KDNP jelöltjeként Lázár János 96,33 százalékos feldolgozottság alapján a szavazatok 52,14 százalékát szerezte meg a 39,86 százalékot elérő Márki-Zay Péterrel szemben a Csongrád-Csanád megyei 4-es választókörzetben.",0
637," Sajtótájékoztatóján azt mondta, a választókerület mind a 19 településén, így Hódmezővásárhelyen is elnyerte a választópolgárok támogatását.",0
638,"A politikus köszönetet mondott családjának és Orbán Viktor miniszterelnöknek, valamint fideszes képviselőtársainak a támogatásért, az aktivistáknak, önkénteseknek a munkájukért.",0
639,– közölte.,0
