,title,site,date,content,comments,label,sentencelabel
187,Nagy Attila Tibor: Az ellenzék katasztrofális vereséget szenvedett, Mandiner,2022. április 4. 7:40," Kiemelte, hogy a legegyszerűbb üzenetet, miszerint a magyarok a háború és a béke között választanak, a Fidesz közvetítette, és ez segített legjobban a mozgósításban.",,0,0
188,Nagy Attila Tibor: Az ellenzék katasztrofális vereséget szenvedett, Mandiner,2022. április 4. 7:40, Hozzátette: az ellenzék nagyon komoly válságba juthat a választáson elért eredménnyel.,,0,0
189,A magyar választás minden jogi és erkölcsi normának megfelelt – elemző a Mandinernek, Mandiner,2022. április 4. 10:21,Mit emelne ki a választás kapcsán?,,0,0
190,A magyar választás minden jogi és erkölcsi normának megfelelt – elemző a Mandinernek, Mandiner,2022. április 4. 10:21, Megfelelt a demokratikus elvárásoknak?,,0,0
191,A magyar választás minden jogi és erkölcsi normának megfelelt – elemző a Mandinernek, Mandiner,2022. április 4. 10:21,"A választás, illetve a megelőző kampány",,0,0
192,A magyar választás minden jogi és erkölcsi normának megfelelt – elemző a Mandinernek, Mandiner,2022. április 4. 10:21,A választás lebonyolítása zökkenőmentes volt.,,0,0
193,A magyar választás minden jogi és erkölcsi normának megfelelt – elemző a Mandinernek, Mandiner,2022. április 4. 10:21," Apró, szétszórt problémák merültek csak fel.",,0,0
194,A magyar választás minden jogi és erkölcsi normának megfelelt – elemző a Mandinernek, Mandiner,2022. április 4. 10:21, Nem voltak rendszerszintű gondok.,,0,0
195,A magyar választás minden jogi és erkölcsi normának megfelelt – elemző a Mandinernek, Mandiner,2022. április 4. 10:21," Sokkal inkább arról volt hangos a kampányhajrá, hogy a baloldal minden valószínűség szerint meg nem engedett eszközöket is használt.",,0,0
196,A magyar választás minden jogi és erkölcsi normának megfelelt – elemző a Mandinernek, Mandiner,2022. április 4. 10:21," Ezt azért fontos elmondani, mert amikor az EU-s intézmények nyomon követik az eseményeket – főleg az EBESZ delegációja kapott nagyobb figyelmet –, akkor kíváncsi leszek, olvashatjuk-e majd erről pártatlan riportjukat, mely említi az ellenzék kifogásolható eszközeit.",,0,0
197,A magyar választás minden jogi és erkölcsi normának megfelelt – elemző a Mandinernek, Mandiner,2022. április 4. 10:21," Nincsenek hiú reményeim, az EBESZ reputációja sokat romlott az utóbbi időben.",,0,0
198,A magyar választás minden jogi és erkölcsi normának megfelelt – elemző a Mandinernek, Mandiner,2022. április 4. 10:21,A nyugati mintákhoz képest milyen a magyar rendszer?,,0,0
199,A magyar választás minden jogi és erkölcsi normának megfelelt – elemző a Mandinernek, Mandiner,2022. április 4. 10:21,"A magyar választási rendszer minden európai vagy globális jogi, erkölcsi elvárásnak megfelel.",,0,0
200,A magyar választás minden jogi és erkölcsi normának megfelelt – elemző a Mandinernek, Mandiner,2022. április 4. 10:21," A magyar rendszer nem torzít jobban, mint bármely rendszer Európában, és akkor ne is beszéljünk az Egyesült Államok általános, és egyes állami szintű sajátosságairól.",,0,0
201,A magyar választás minden jogi és erkölcsi normának megfelelt – elemző a Mandinernek, Mandiner,2022. április 4. 10:21,Mit mutat a magas részvétel?,,0,0
202,A magyar választás minden jogi és erkölcsi normának megfelelt – elemző a Mandinernek, Mandiner,2022. április 4. 10:21,"Nagyon magas volt a részvétel, talán most, amikor beszélünk, nem érte el végül a négy évvel ezelőtti számokat, de nagyon erős legitimációt ad a majd nyertes félnek.",,0,0
203,A magyar választás minden jogi és erkölcsi normának megfelelt – elemző a Mandinernek, Mandiner,2022. április 4. 10:21, Ez európai értelemben is kimagasló.,,0,0
204,A magyar választás minden jogi és erkölcsi normának megfelelt – elemző a Mandinernek, Mandiner,2022. április 4. 10:21, Ez két dolog miatt fontos.,,0,0
205,A magyar választás minden jogi és erkölcsi normának megfelelt – elemző a Mandinernek, Mandiner,2022. április 4. 10:21," Az egyik az orosz-ukrán háború, és az ebből fakadó geopolitikai és gazdasági kihívások, illetve hogy nemzeti érdekek mellett kiálló kormányunk legyen, legyen szó szankciókról vagy az EU-s forrásokról.",,0,0
206,A magyar választás minden jogi és erkölcsi normának megfelelt – elemző a Mandinernek, Mandiner,2022. április 4. 10:21, ,,0,0
207,A magyar választás minden jogi és erkölcsi normának megfelelt – elemző a Mandinernek, Mandiner,2022. április 4. 10:21,Mit mondtak a külföldi megfigyelők?,,0,0
208,A magyar választás minden jogi és erkölcsi normának megfelelt – elemző a Mandinernek, Mandiner,2022. április 4. 10:21,"Az én körzetemben is voltak EBESZ-megfigyelők, semmilyen gondot nem jeleztek.",,0,0
209,A magyar választás minden jogi és erkölcsi normának megfelelt – elemző a Mandinernek, Mandiner,2022. április 4. 10:21," Akikkel beszéltem más megfigyelők között, mind gyors, zökkenőmentes, jól szervezett választásnak voltak szemtanúi akár Budapesten, akár vidéken – legalábbis ezt mondták.",,0,0
210,Horn Gábor: A baloldal megbünteti Márki-Zayt, Mandiner,2022. április 4. 7:35,Fölényes fideszes győzelem és jelentős ellenzéki összefogás bukás – foglalta össze az eddigi eredményeket Horn Gábor a Magyar Nemzetnek.,,0,0
211,Horn Gábor: A baloldal megbünteti Márki-Zayt, Mandiner,2022. április 4. 7:35, A Republikon Alapítvány kuratóriumának elnöke szerint meglesz a Fidesznek kétharmados többség.,,0,0
212,Horn Gábor: A baloldal megbünteti Márki-Zayt, Mandiner,2022. április 4. 7:35," Hozzátette, a győzelem mértéke meglepte, a ténye azonban nem.",,0,0
213,Horn Gábor: A baloldal megbünteti Márki-Zayt, Mandiner,2022. április 4. 7:35," Szerinte a Fidesz győzelmének oka az emberek biztonságérzet iránti vágya, a január-februári jóléti intézkedések a kormány részéről, illetve az ellenzék „bénázása” lehet.",,0,0
214,Horn Gábor: A baloldal megbünteti Márki-Zayt, Mandiner,2022. április 4. 7:35,"Kiderült, hogy összefogva kevésbé hatékonyak, mint összefogás nélkül – fogalmazott.",,0,0
215,Horn Gábor: A baloldal megbünteti Márki-Zayt, Mandiner,2022. április 4. 7:35, „Személyi következményei biztosan lesznek a választásoknak.,,0,0
216,Horn Gábor: A baloldal megbünteti Márki-Zayt, Mandiner,2022. április 4. 7:35,"– mutatott rá az elemző, hangsúlyozva, hogy az ellenzéki pártok első dolga lesz a bűnbakkeresés.",,0,0
217,Horn Gábor: A baloldal megbünteti Márki-Zayt, Mandiner,2022. április 4. 7:35,– jelentette ki Horn Gábor.,,0,0
218,Horn Gábor: A baloldal megbünteti Márki-Zayt, Mandiner,2022. április 4. 7:35, Szerinte nem lesznek baloldali zavargások a választások után.,,0,0
219,Horn Gábor: A baloldal megbünteti Márki-Zayt, Mandiner,2022. április 4. 7:35," Úgy véli, ez egy olyan súlyos vereség, amely nem alapozna meg egy ilyen kormányellenes megmozdulást.",,0,0
220,Horn Gábor: A baloldal megbünteti Márki-Zayt, Mandiner,2022. április 4. 7:35," Az elemző szerint elképzelhető, hogy a gyermekvédelmi népszavazás érvényes lesz, ha a Fidesz fölényes győzelméből indulunk ki.",,0,0
221,Orbán Viktor: Győztünk!, Mandiner,2022. április 3. 22:39,Orbán Viktor a Bálnánál üdvözölte az egybegyűlteket.,,1,0
222,Orbán Viktor: Győztünk!, Mandiner,2022. április 3. 22:39," „Egész jól nézünk ki, egyre jobban nézünk ki.",,1,0
223,Orbán Viktor: Győztünk!, Mandiner,2022. április 3. 22:39," Talán soha sem néztünk ki olyan jól, mint ma este” – kezdte beszédét.",,1,0
224,Orbán Viktor: Győztünk!, Mandiner,2022. április 3. 22:39,– jelentette be a Fidesz-KDNP győzelmét a miniszterelnök.,,1,0
225,Orbán Viktor: Győztünk!, Mandiner,2022. április 3. 22:39,"Orbán Viktor köszönetet mondott a magyar választópolgároknak, az önkénteseknek, és külön köszöntette a ránk határon túlról figyelő magyarokat.",,1,0
226,Orbán Viktor: Győztünk!, Mandiner,2022. április 3. 22:39," Köszönetet mondott a segítségért, és így kaptak egy esélyt, hogy segíthetnek rajtuk.",,1,0
227,Orbán Viktor: Győztünk!, Mandiner,2022. április 3. 22:39,– húzta alá,,1,0
228,Orbán Viktor: Győztünk!, Mandiner,2022. április 3. 22:39,"Orbán Viktor elmondta, hogy ez most nem az okoskodás ideje, hanem a boldogságé.",,1,0
229,Orbán Viktor: Győztünk!, Mandiner,2022. április 3. 22:39, ,,1,0
230,Orbán Viktor: Győztünk!, Mandiner,2022. április 3. 22:39,"Orbán Viktor közölte, hogy a győzelem minden lehetőségét kihasználták.",,1,0
231,Orbán Viktor: Győztünk!, Mandiner,2022. április 3. 22:39, Minden körülmények között nyertek az ellenzékkel szemben.,,1,0
232,Orbán Viktor: Győztünk!, Mandiner,2022. április 3. 22:39,– fogalmazott.,,1,0
233,Orbán Viktor: Győztünk!, Mandiner,2022. április 3. 22:39,"Elmondta: „A végén mindig a szív győz, hiába a ravaszkodás, és cselszövés.",,1,0
234,Orbán Viktor: Győztünk!, Mandiner,2022. április 3. 22:39, Azért nyertünk mert van egy közös szenvedélyünk: Magyarország”.,,1,0
235,Orbán Viktor: Győztünk!, Mandiner,2022. április 3. 22:39,"Orbán Viktor a baloldalnak címezve azt mondta: ők voltak  „Gyuri bácsi legrosszabb befektetése, mert 12 éve csak viszi a pénzt” – mondta Orbán Viktor.",,1,0
236,Orbán Viktor: Győztünk!, Mandiner,2022. április 3. 22:39," „Most kellett a legnagyobb túlerővel megküzdeni, a nemzetközi fősodratú média, és a végén az ukrán elnök is” – fogalmazott.",,1,0
237,Orbán Viktor: Győztünk!, Mandiner,2022. április 3. 22:39, ,,1,0
238,Orbán Viktor: Győztünk!, Mandiner,2022. április 3. 22:39,"– mondta a kormányfő, visszhangozva a márciusi Békemenet üzenetét.",,1,0
239,Orbán Viktor: Győztünk!, Mandiner,2022. április 3. 22:39,„Megvédtük a magyar békét és biztonságot” – mondta a kormányfő.,,1,0
240,Orbán Viktor: Győztünk!, Mandiner,2022. április 3. 22:39, Orbán Viktor szerint a világban lévő barátaink mindent megtettek a sikerért.,,1,0
241,Orbán Viktor: Győztünk!, Mandiner,2022. április 3. 22:39," „Ez a barátaink győzelme is, mert az egész világ láthatta, hogy a kereszténydemokrata politika, a konzervatív politika, és a hazafias politika győzött.",,1,0
242,Orbán Viktor: Győztünk!, Mandiner,2022. április 3. 22:39, Ez lesz a mi közös európai jövőnk” – mondta a kormányfő.,,1,0
243,Orbán Viktor: Győztünk!, Mandiner,2022. április 3. 22:39,– zárta beszédét Orbán Viktor.,,1,0
244,"Márki-Zay: El kell ismerni, hogy nem csalásnak köszönhetően nyert Orbán Viktor", Mandiner,2022. április 4. 8:11,"A Fidesz-KDNP kétharmados parlamenti többséggel megnyerte a 2022-es országgyűlési választásokat április 3-án, írja az Index.",,1,0
245,"Márki-Zay: El kell ismerni, hogy nem csalásnak köszönhetően nyert Orbán Viktor", Mandiner,2022. április 4. 8:11," Az ellenzék miniszterelnök-jelöltje, Márki-Zay Péter nem gratulált Orbán Viktornak, és azt is elmondta, hogy mi ennek az oka.",,1,0
246,"Márki-Zay: El kell ismerni, hogy nem csalásnak köszönhetően nyert Orbán Viktor", Mandiner,2022. április 4. 8:11," A választás éjszakáján az ellenzéki miniszterelnök-jelölt nem gratulált telefonon Orbán Viktornak, az ATV kérdésére pedig az is kiderült, hogy ennek az volt az oka: Márki-Zay Péter nem tudja a miniszterelnök telefonszámát, és egyébként sem érzi úgy, hogy gratulálnia kellene.",,1,0
247,"Márki-Zay: El kell ismerni, hogy nem csalásnak köszönhetően nyert Orbán Viktor", Mandiner,2022. április 4. 8:11,"Ugyanakkor azt hozzátette, egy ekkora különbségű győzelemnél el kell ismerni, hogy nem csalásnak köszönhetően nyerte meg a választást Orbán Viktor.",,1,0
248,"Márki-Zay: El kell ismerni, hogy nem csalásnak köszönhetően nyert Orbán Viktor", Mandiner,2022. április 4. 8:11,Márki-Zay az ATV-nek is nyilatkozott erről.,,1,0
249,"Márki-Zay: El kell ismerni, hogy nem csalásnak köszönhetően nyert Orbán Viktor", Mandiner,2022. április 4. 8:11,Márki-Zay Péter reagált Lázár János korábbi kijelentésére is.,,1,0
250,"Márki-Zay: El kell ismerni, hogy nem csalásnak köszönhetően nyert Orbán Viktor", Mandiner,2022. április 4. 8:11, Ezzel kapcsolatban elmondta:,,1,0
251,"Márki-Zay: El kell ismerni, hogy nem csalásnak köszönhetően nyert Orbán Viktor", Mandiner,2022. április 4. 8:11,vagy Hódmezővásárhely polgármestere marad-e.,,1,0
252,"Márki-Zay: El kell ismerni, hogy nem csalásnak köszönhetően nyert Orbán Viktor", Mandiner,2022. április 4. 8:11,Fotó: Trenka Attila,,1,0
253,"Márki-Zay: El kell ismerni, hogy nem csalásnak köszönhetően nyert Orbán Viktor", Mandiner,2022. április 4. 8:11,Közlemény: tudósításunk téves megfogalmazását a megjelenése után pontosítottuk (a szerk.,,1,0
254,HÁBORÚ: Zelenszkij szerint az orosz katonák embertelen teremtmények, Mandiner,2022. április 4. 7:50,12:56 Háborús bűncselekmény a bucsai mészárlás Demkó Attila szerint,,0,0
255,HÁBORÚ: Zelenszkij szerint az orosz katonák embertelen teremtmények, Mandiner,2022. április 4. 7:50,"„A földön fekvő emberek élnének, ha nincs az orosz invázió” – fogalmaz a Bucsában történtekről a biztonságpolitikai szakértő.",,0,0
256,HÁBORÚ: Zelenszkij szerint az orosz katonák embertelen teremtmények, Mandiner,2022. április 4. 7:50, Bővebben!,,0,0
257,HÁBORÚ: Zelenszkij szerint az orosz katonák embertelen teremtmények, Mandiner,2022. április 4. 7:50,11:57 Drón segítségével likvidáltak egy mesterlövészt a csecsenek,,0,0
258,HÁBORÚ: Zelenszkij szerint az orosz katonák embertelen teremtmények, Mandiner,2022. április 4. 7:50,Kadirov katonái feltehetően Mariupol környékén akcióztak.,,0,0
259,HÁBORÚ: Zelenszkij szerint az orosz katonák embertelen teremtmények, Mandiner,2022. április 4. 7:50, Bővebben!,,0,0
260,HÁBORÚ: Zelenszkij szerint az orosz katonák embertelen teremtmények, Mandiner,2022. április 4. 7:50,11:21 Újabb és újabb holttestek kerülnek elő Kijev mellett,,0,0
261,HÁBORÚ: Zelenszkij szerint az orosz katonák embertelen teremtmények, Mandiner,2022. április 4. 7:50,A hétfői ukrán médiajelentések szerint már 340 holttestet találtak.,,0,0
262,HÁBORÚ: Zelenszkij szerint az orosz katonák embertelen teremtmények, Mandiner,2022. április 4. 7:50, Bővebben!,,0,0
263,HÁBORÚ: Zelenszkij szerint az orosz katonák embertelen teremtmények, Mandiner,2022. április 4. 7:50,7:56 Zelenszkij bejelentkezett a Grammy-gálán: Töltsétek meg zenétekkel a csendet!,,0,0
264,HÁBORÚ: Zelenszkij szerint az orosz katonák embertelen teremtmények, Mandiner,2022. április 4. 7:50,Az ukrán elnök videoüzenetben szólította fel a jelenlévőket Ukrajna támogatására.,,0,0
265,HÁBORÚ: Zelenszkij szerint az orosz katonák embertelen teremtmények, Mandiner,2022. április 4. 7:50, Bővebben!,,0,0
266,HÁBORÚ: Zelenszkij szerint az orosz katonák embertelen teremtmények, Mandiner,2022. április 4. 7:50,7:13 Szlovákia szükség esetén rubellel fizet az orosz gázért,,0,0
267,HÁBORÚ: Zelenszkij szerint az orosz katonák embertelen teremtmények, Mandiner,2022. április 4. 7:50,"A szlovák kormányfőhelyettes azt mondja, nem szeretnének ártani a saját gazdaságuknak.",,0,0
268,HÁBORÚ: Zelenszkij szerint az orosz katonák embertelen teremtmények, Mandiner,2022. április 4. 7:50, Bővebben!,,0,0
269,HÁBORÚ: Zelenszkij szerint az orosz katonák embertelen teremtmények, Mandiner,2022. április 4. 7:50,***,,0,0
270,HÁBORÚ: Zelenszkij szerint az orosz katonák embertelen teremtmények, Mandiner,2022. április 4. 7:50,"A Bucsában történt bűncselekményeknél is szörnyűbb dolgok derülhetnek még ki tekintettel arra, hogy Ukrajna más régiói még mindig orosz ellenőrzés alatt állnak – közölte vasárnap esti videóüzenetében Volodimir Zelenszkij ukrán elnök.",,0,0
271,HÁBORÚ: Zelenszkij szerint az orosz katonák embertelen teremtmények, Mandiner,2022. április 4. 7:50," Mint mondta, azokon a helyeken „még több halott lehet és bántalmazás történhetett.",,0,0
272,HÁBORÚ: Zelenszkij szerint az orosz katonák embertelen teremtmények, Mandiner,2022. április 4. 7:50," Mert ez az orosz hadsereg természete, amely az országunkba jött.",,0,0
273,HÁBORÚ: Zelenszkij szerint az orosz katonák embertelen teremtmények, Mandiner,2022. április 4. 7:50," Olyan embertelen teremtmények, akik nem tudnak másként cselekedni” – hangoztatta Zelenszkij.",,0,0
274,HÁBORÚ: Zelenszkij szerint az orosz katonák embertelen teremtmények, Mandiner,2022. április 4. 7:50,"Beszélt arról is, hogy Ukrajnának elvileg nem is kellett volna külföldi partnereitől fegyvereket kérnie.",,0,0
275,HÁBORÚ: Zelenszkij szerint az orosz katonák embertelen teremtmények, Mandiner,2022. április 4. 7:50, „Mert ,,0,0
276,HÁBORÚ: Zelenszkij szerint az orosz katonák embertelen teremtmények, Mandiner,2022. április 4. 7:50,"Mert pontosan tudták, milyen vész közeleg és az mit hoz magával” – tette hozzá az ukrán elnök.",,0,0
277,HÁBORÚ: Zelenszkij szerint az orosz katonák embertelen teremtmények, Mandiner,2022. április 4. 7:50," Ukrán hivatalos közlések szerint a településen tömegsírra is bukkantak, amelyben 280 férfi holttestét találták meg.",,0,0
278,HÁBORÚ: Zelenszkij szerint az orosz katonák embertelen teremtmények, Mandiner,2022. április 4. 7:50,míg Kijev az orosz csapatokat vádolja ártatlan civilek lemészárlásával.,,0,0
279,HÁBORÚ: Zelenszkij szerint az orosz katonák embertelen teremtmények, Mandiner,2022. április 4. 7:50,(MTI),,0,0
280,Itt vannak a gyermekvédelmi népszavazás végleges eredményei, Mandiner,2022. április 4. 7:51,"Az országgyűlési választásokkal párhuzamosan tartották a kormány által kezdeményezett, négykérdéses gyermekvédelmi népszavazást is, de a referendum nem érte el az érvényességi küszöböt.",,1,0
281,Itt vannak a gyermekvédelmi népszavazás végleges eredményei, Mandiner,2022. április 4. 7:51,A Nemzeti Választási Iroda az alábbi adatokat közölte a hivatalos honlapján:,,1,0
282,Itt vannak a gyermekvédelmi népszavazás végleges eredményei, Mandiner,2022. április 4. 7:51,1.,,1,0
283,Itt vannak a gyermekvédelmi népszavazás végleges eredményei, Mandiner,2022. április 4. 7:51," Támogatja-e Ön, hogy kiskorú gyermekeknek köznevelési intézményben a szülő hozzájárulása nélkül szexuális irányultságokat bemutató foglalkozást tartsanak?",,1,0
284,Itt vannak a gyermekvédelmi népszavazás végleges eredményei, Mandiner,2022. április 4. 7:51,"Feldolgozottság: 98,94 %",,1,0
285,Itt vannak a gyermekvédelmi népszavazás végleges eredményei, Mandiner,2022. április 4. 7:51,A szavazatok megoszlása:,,1,0
286,Itt vannak a gyermekvédelmi népszavazás végleges eredményei, Mandiner,2022. április 4. 7:51,Igen-nem szavazatok száma és aránya,,1,0
287,Itt vannak a gyermekvédelmi népszavazás végleges eredményei, Mandiner,2022. április 4. 7:51, ,,1,0
288,Itt vannak a gyermekvédelmi népszavazás végleges eredményei, Mandiner,2022. április 4. 7:51,2.,,1,0
289,Itt vannak a gyermekvédelmi népszavazás végleges eredményei, Mandiner,2022. április 4. 7:51," Támogatja-e Ön, hogy kiskorú gyermekek számára nemi átalakító kezeléseket népszerűsítsenek?",,1,0
290,Itt vannak a gyermekvédelmi népszavazás végleges eredményei, Mandiner,2022. április 4. 7:51,"Feldolgozottság:  98,94%",,1,0
291,Itt vannak a gyermekvédelmi népszavazás végleges eredményei, Mandiner,2022. április 4. 7:51,A szavazatok megoszlása,,1,0
292,Itt vannak a gyermekvédelmi népszavazás végleges eredményei, Mandiner,2022. április 4. 7:51,Igen-nem szavazatok száma és aránya,,1,0
293,Itt vannak a gyermekvédelmi népszavazás végleges eredményei, Mandiner,2022. április 4. 7:51, ,,1,0
294,Itt vannak a gyermekvédelmi népszavazás végleges eredményei, Mandiner,2022. április 4. 7:51,3.,,1,0
295,Itt vannak a gyermekvédelmi népszavazás végleges eredményei, Mandiner,2022. április 4. 7:51," Támogatja-e Ön, hogy kiskorú gyermekeknek fejlődésüket befolyásoló szexuális médiatartalmakat korlátozás nélkül mutassanak be?",,1,0
296,Itt vannak a gyermekvédelmi népszavazás végleges eredményei, Mandiner,2022. április 4. 7:51,"Feldolgozottság:  98,94%",,1,0
297,Itt vannak a gyermekvédelmi népszavazás végleges eredményei, Mandiner,2022. április 4. 7:51,A szavazatok megoszlása,,1,0
298,Itt vannak a gyermekvédelmi népszavazás végleges eredményei, Mandiner,2022. április 4. 7:51,Igen-nem szavazatok száma és aránya,,1,0
299,Itt vannak a gyermekvédelmi népszavazás végleges eredményei, Mandiner,2022. április 4. 7:51, ,,1,0
300,Itt vannak a gyermekvédelmi népszavazás végleges eredményei, Mandiner,2022. április 4. 7:51,4.,,1,0
301,Itt vannak a gyermekvédelmi népszavazás végleges eredményei, Mandiner,2022. április 4. 7:51," Támogatja-e Ön, hogy kiskorú gyermekeknek a nem megváltoztatását bemutató médiatartalmakat jelenítsenek meg?",,1,0
302,Itt vannak a gyermekvédelmi népszavazás végleges eredményei, Mandiner,2022. április 4. 7:51,"Feldolgozottság: 97,28%",,1,0
303,Itt vannak a gyermekvédelmi népszavazás végleges eredményei, Mandiner,2022. április 4. 7:51,A szavazatok megoszlása,,1,0
304,Itt vannak a gyermekvédelmi népszavazás végleges eredményei, Mandiner,2022. április 4. 7:51,Igen-nem szavazatok száma és aránya,,1,0
305,"Gyurcsány: Kapitány nem attól lesz valaki, hogy megválasztják", Mandiner,2022. április 4. 0:59,„Hölgyeim és uraim!,,1,0
306,"Gyurcsány: Kapitány nem attól lesz valaki, hogy megválasztják", Mandiner,2022. április 4. 0:59, Ma súlyos vereséget szenvedtünk” – kezdte videós bejelentkezését Facebook-oldalán a baloldal vezére.,,1,0
307,"Gyurcsány: Kapitány nem attól lesz valaki, hogy megválasztják", Mandiner,2022. április 4. 0:59," Elmondása szerint a baloldalt nem tudja képviselni egy olyan jelölt, aki „sok tekintetben a jobboldalt tekinti példának”.",,1,0
308,"Gyurcsány: Kapitány nem attól lesz valaki, hogy megválasztják", Mandiner,2022. április 4. 0:59,– fogalmazott Gyurcsány Márki-Zayról.,,1,0
309,"Gyurcsány: Kapitány nem attól lesz valaki, hogy megválasztják", Mandiner,2022. április 4. 0:59,"A baloldal vezére szerint „aki a hajót viharba vezeti, aki nem éri el a kikötőt [.",,1,0
310,"Gyurcsány: Kapitány nem attól lesz valaki, hogy megválasztják", Mandiner,2022. április 4. 0:59,.,,1,0
311,"Gyurcsány: Kapitány nem attól lesz valaki, hogy megválasztják", Mandiner,2022. április 4. 0:59,.,,1,0
312,"Gyurcsány: Kapitány nem attól lesz valaki, hogy megválasztják", Mandiner,2022. április 4. 0:59,] az nem a legjobb kapitány”.,,1,0
313,"Gyurcsány: Kapitány nem attól lesz valaki, hogy megválasztják", Mandiner,2022. április 4. 0:59," Hozzátette ugyanakkor, hogy „a közös hajónak tovább kell mennie”.",,1,0
314,"VÁLASZTÁS 2022 (ÉLŐ): 98,96 százalékos feldolgozottságnál bőven kétharmadon áll a Fidesz", Mandiner,2022. április 4. 1:01,"10:00 A szavazatok feldolgozottsága 98,96 százalékos, a Fidesz 135 mandátumot szerzett.",,0,0
315,"VÁLASZTÁS 2022 (ÉLŐ): 98,96 százalékos feldolgozottságnál bőven kétharmadon áll a Fidesz", Mandiner,2022. április 4. 1:01,***,,0,0
316,"VÁLASZTÁS 2022 (ÉLŐ): 98,96 százalékos feldolgozottságnál bőven kétharmadon áll a Fidesz", Mandiner,2022. április 4. 1:01,"0:55 95,90%-nál is megvan a Fidesznek a parlamenti kétharmad",,0,0
317,"VÁLASZTÁS 2022 (ÉLŐ): 98,96 százalékos feldolgozottságnál bőven kétharmadon áll a Fidesz", Mandiner,2022. április 4. 1:01,"0:35 94,57%-os a feldolgozottság",,0,0
318,"VÁLASZTÁS 2022 (ÉLŐ): 98,96 százalékos feldolgozottságnál bőven kétharmadon áll a Fidesz", Mandiner,2022. április 4. 1:01,"A Fidesznek 135, a baloldalnak 56, a Mi Hazánknak 7, a magyarországi német nemzetiségnek pedig 1 mandátuma van.",,0,0
319,"VÁLASZTÁS 2022 (ÉLŐ): 98,96 százalékos feldolgozottságnál bőven kétharmadon áll a Fidesz", Mandiner,2022. április 4. 1:01,23:45 Matteo Salvini gratulált Orbán Viktornak,,0,0
320,"VÁLASZTÁS 2022 (ÉLŐ): 98,96 százalékos feldolgozottságnál bőven kétharmadon áll a Fidesz", Mandiner,2022. április 4. 1:01,„Bravo Viktor!,,0,0
321,"VÁLASZTÁS 2022 (ÉLŐ): 98,96 százalékos feldolgozottságnál bőven kétharmadon áll a Fidesz", Mandiner,2022. április 4. 1:01,” Bővebben.,,0,0
322,"VÁLASZTÁS 2022 (ÉLŐ): 98,96 százalékos feldolgozottságnál bőven kétharmadon áll a Fidesz", Mandiner,2022. április 4. 1:01,.,,0,0
323,"VÁLASZTÁS 2022 (ÉLŐ): 98,96 százalékos feldolgozottságnál bőven kétharmadon áll a Fidesz", Mandiner,2022. április 4. 1:01,.,,0,0
324,"VÁLASZTÁS 2022 (ÉLŐ): 98,96 százalékos feldolgozottságnál bőven kétharmadon áll a Fidesz", Mandiner,2022. április 4. 1:01,23:36 Márki-Zay Péter beszédénél sehol sem voltak „szövetségesei”,,0,0
325,"VÁLASZTÁS 2022 (ÉLŐ): 98,96 százalékos feldolgozottságnál bőven kétharmadon áll a Fidesz", Mandiner,2022. április 4. 1:01,"Se Gyurcsány, se Dobrev, se Karácsony, se Jakab.",,0,0
326,"VÁLASZTÁS 2022 (ÉLŐ): 98,96 százalékos feldolgozottságnál bőven kétharmadon áll a Fidesz", Mandiner,2022. április 4. 1:01, De még Fekete-Győr sem volt jelen a baloldal miniszterelnök-jelöltjének beszédénél.,,0,0
327,"VÁLASZTÁS 2022 (ÉLŐ): 98,96 százalékos feldolgozottságnál bőven kétharmadon áll a Fidesz", Mandiner,2022. április 4. 1:01, Bővebben.,,0,0
328,"VÁLASZTÁS 2022 (ÉLŐ): 98,96 százalékos feldolgozottságnál bőven kétharmadon áll a Fidesz", Mandiner,2022. április 4. 1:01,.,,0,0
329,"VÁLASZTÁS 2022 (ÉLŐ): 98,96 százalékos feldolgozottságnál bőven kétharmadon áll a Fidesz", Mandiner,2022. április 4. 1:01,.,,0,0
330,"VÁLASZTÁS 2022 (ÉLŐ): 98,96 százalékos feldolgozottságnál bőven kétharmadon áll a Fidesz", Mandiner,2022. április 4. 1:01,23:19 Frissültek a népszavazási adatok: közel 50 százalékos feldolgozottságnál elsöprő a NEM-ek aránya,,0,0
331,"VÁLASZTÁS 2022 (ÉLŐ): 98,96 százalékos feldolgozottságnál bőven kétharmadon áll a Fidesz", Mandiner,2022. április 4. 1:01,Eddig 1 346 448 fő szavazott érvényesen.,,0,0
332,"VÁLASZTÁS 2022 (ÉLŐ): 98,96 százalékos feldolgozottságnál bőven kétharmadon áll a Fidesz", Mandiner,2022. április 4. 1:01, Bővebben.,,0,0
333,"VÁLASZTÁS 2022 (ÉLŐ): 98,96 százalékos feldolgozottságnál bőven kétharmadon áll a Fidesz", Mandiner,2022. április 4. 1:01,.,,0,0
334,"VÁLASZTÁS 2022 (ÉLŐ): 98,96 százalékos feldolgozottságnál bőven kétharmadon áll a Fidesz", Mandiner,2022. április 4. 1:01,.,,0,0
335,"VÁLASZTÁS 2022 (ÉLŐ): 98,96 százalékos feldolgozottságnál bőven kétharmadon áll a Fidesz", Mandiner,2022. április 4. 1:01,"23:07 Márki-Zay: Nincs Magyarországon demokrácia, gratulálok a Fidesznek, Hitler is kétharmaddal nyert volna 1945 áprilisában",,0,0
