content,sentencelabel
" Leszögezte azt is, hogy az ideális állapot szerinte az lenne, hogy egy közös, egységes Demokrata Pártba tömörülne a kormánykritikus oldal.",0
" Politikai értelemben ez már akkor két dolgot vetített előre: Gyurcsány ambíciója az, hogy az egykori MSZP-s platformból egy domináns ellenzéki pártot hozzon létre, valamint az is a napirenden szerepelt, hogy megkerülhetetlen politikussá váljon ismét a baloldalon szervezeti, gazdasági és politikai értelemben is.",0
 ,0
"16 képviselőjük lesz az új törvényhozásban, országos szervezetrendszerük csak nekik van, sikeresen szólítják meg és karolják fel a többi ellenzéki formációról lemorzsolódó párt nélkülieket.",0
 Gyurcsány ráadásul – ezt még ellenzéki vetélytársai is kénytelenek elismerni – hozzájuk képest professzionális politikus.,0
 ,0
"Fővárosi pozícióit megerősítette, az országosan meglévő üvegplafont azonban nem tudta áttörni: még mindig tízből nyolc választó azt mondja, hogy nem szeretné őt fontos politikai pozícióban látni,",0
– hangsúlyozza az elemző.,0
" Meg is próbálták a személyét elrejteni a kampányban, és az országos közös listán is „csak” a nyolcadik helyet – gyakorlatban pedig az ötödik pozíciót – kapta meg.",0
" A többi ellenzéki párt tehetségének hiánya, és bénázása miatt azonban mára megkerülhetetlen szereplővé vált, a koalíciós összefogási kísérletekből őt kihagyni nem tudják már ellenfelei.",0
"A 2022-es országgyűlési választáson történelmi vereséget szenvedett el a baloldali blokk, ráadásul úgy, hogy megvalósult az évek óta áhított összefogás – mutat rá Tóth Erik, aki szerint most a vereség felelőseinek megtalálása és stigmatizálása zajlik az ellenzéki oldalon: Gyurcsány Ferenc rögtön, a választás éjszakáján Márki-Zay Péterben találta meg az egyedüli felelőst.",0
" Ez az ő személyes érdeke miatt van így, azt szeretné elkerülni, hogy koalíciós partnerei véletlenül se jussanak el oda, hogy azt gondolják, Gyurcsánnyal nem lehet győzni.",0
" Ezt sikeresen el is érte egyébként az utóbbi két hétben, így egy biztos: ",0
"Gyurcsány fel is vázolta rövidtávú megoldási javaslatát akkor, amikor azt mondta értékelő beszédében, hogy legyen mindenki olyan, mint ő.",0
" Ne egy, hanem sok Gyurcsány legyen, a 2026-os választás miniszterelnök-jelöltjének pedig ismételten Dobrev Klárát jelölte meg, hiszen meggyőződése szerint vele győzött volna az ellenzék.",0
"Tóth Erik úgy véli, a baloldaliak kudarca és Gyurcsány részleges sikere is az, hogy ő a domináns ellenzéki pozíció birtokosa.",0
" Kudarc, hiszen az alternatívanélküliséget igazolja.",0
" Gyurcsány Ferenc részéről viszont siker, még akkor is, ha egy gyakran használt magyar közmondás jut erről a helyzetről az elemző eszébe: vakok között félszemű a király.",0
 ,0
"A szavazók viszont ahhoz a politikai párthoz fordulnak, amelyik erőt, határozottságot és víziót ad olyankor is, amikor",0
"A DK és Gyurcsány Ferenc ezt pontosan tudja: Európai Egyesült Államokat akarnak, a nemzeti szuverenitás visszaszorítása árán is.",0
" A határon túli magyarok szavazati jogát elvennék, és ők alkotmányoznának akkor is, ha a jövőben csupán feles többségük lenne a törvényhozásban – zárja elemzését az Alapjogokért Központ vezető elemzője.",0
Fotó: Gyurcsány Ferenc Facebook-oldala,0
"nem tudtak egy olyan személyt felépíteni, aki elfeledtethetné az őszödi eseményeket, és visszaadhatná a baloldal hitét.",0
"kétségbeesésükben a szélsőjobboldalról igazolnak politikusokat, és olyan koalíciókat eszkábálnak össze, amik a gyakorlatban teljesen működésképtelenné válnak kiélezett helyzetekben.",0
A 2018-as országgyűlési választáson épphogy öt százalék fölött szereplő DK mára az ellenzék legerősebb formációja lett.,0
vagyis elutasítottsága továbbra is rekordmagas,0
"az ellenzék jövőbeni stratégiájának alakítója, központi szereplője a DK vezetője lesz.",0
"Zelenszkij elnök vasárnap késő esti beszédében arról beszélt, hogy eddig 18-an haltak meg és több mint százan sebesültek meg az elmúlt négy napban az északkelet-ukrajnai Harkivban, ahol ismét intenzív az orosz offenzíva – számolt be a Sky News-ra hivatkozva a Telex.",0
" Az elnök azt mondta,",0
Ukrajna elnöke szerint Oroszország a földdel akarja egyenlővé tenni az egykoron Kelet-Európa egyik legnagyobb ipari központjának számító Donyeck és Luhanszk megyéket.,0
" „Szó szerint végezni akarnak a régióval, el akarják pusztítani a Donbaszt.",0
" Elpusztítani mindent, ami egykor dicsőséget adott ennek az ipari régiónak.",0
" Ahogy az orosz csapatok lerombolják Mariupolt, úgy akarnak még több várost és közösséget is végképp eltörölni Donyeck és Luhanszk megyében” – fejtette ki Zelenszkij.",0
Az elnök beszédében még több fegyvert kért Ukrajna számára.,0
" Mint mondta, „azoknak, akik rendelkeznek fegyverekkel és lőszerekkel, de késleltetik az ellátást, tudniuk kell, hogy rajtuk is múlik ennek a csatának a sorsa”.",0
" Azt is mondta, hogy „minden politikai késés engedély Oroszország számára” arra, hogy még több életet kioltson.",0
Fotó: MTI/EPA pool/Stephanie Lecocq,0
"A hatályos törvények szerint lett volna lehetősége az ellenzéki pártszövetségnek arra, hogy eljusson a közmédia nézőihez is, politikai reklámokkal.",0
 Nem éltek vele – olvasható a Lakmusz.,0
hu portálon.,0
" A lap felidézi: Márki-Zay Péter volt miniszterelnök-jelölt csütörtök estére meghívást kapott a közmédiába, az M1 tévécsatorna és a hirado.",0
hu közös hírháttér műsorába.,0
 Ahogy azt Márki-Zay megjegyezte:,0
"„Egy elbukott választásra volt szükség ahhoz, hogy több mint 5 percre behívjanak a köztévébe.",0
.,0
.,0
" Élő műsorban minden alkalmat megragadtam eddig is, hogy azoknak is elmondhassuk az igazságot, akikhez csak a propaganda jut el.",0
”,0
"Márki-Zay Péter március 6-án azon a tüntetésen, ahol az ellenzéki politikusok felszólaltak „a magyar közmédia által terjesztett orosz propaganda ellen”, úgy fogalmazott: „Nincs szabad választás, ahol agymosás folyik 12 éve, ahová nem engedik be az ellenzéket a közmédiába”.",0
" A portálon azt írják: az ellenzéki politikusok az aránytalanul kevés szereplési lehetőség miatt rendszeresen bírálják MTVA-t, egy dologról azonban nem beszélnek:",0
"Ugyanis a Duna TV-n és a Kossuth Rádión összesen 78 perc 20 másodpercnyi ideje volt minden pártlistát állító pártnak és pártszövetségnek, hogy politikai hirdetést sugározzon.",0
 A Nemzeti Média- és Hírközlési Hatóság (NMHH) összesítése szerint ,0
"A választást megelőző kampányidőszakban a pártlistát állító jelölő szervezetek politikai reklámjainak közzétételére összesen 470 perc állt rendelkezésre a közmédiában, ez 6 pártlista között oszlott el: ",0
"Vagyis ezek a pártok, pártszövetségek voltak jogosultak arra, hogy politikai hirdetést tegyenek közzé az országgyűlési választással kapcsolatban: a Duna TV és Kossuth Rádión összesen 78 perc 20 másodperc, míg az RTL Klubon 39 perc 10 másodperc állt mindenkinek a rendelkezésére.",0
  Tehát,0
"Ám ahogy az az NMHH kutatásából kiderül: egyetlen darab ilyen reklámjuk sem jelent meg, sem a Duna TV-n, sem a Kossuth Rádióban.",0
 ,0
"Az ellenzéki együttműködés reklámmentessége a közmédiában azért is érdekes, mert 2018-ban még nem tartózkodtak attól, hogy ezen ingyenes formában is megtalálják a választópolgárokat.",0
"Akkor az NMHH összegzése alapján a Duna TV-n és a Kossuth Rádión kihasználta a rendelkezésre álló időkeret közel 100 százalékát (4 éve ez 20 perc 23 másodperc volt pártonként) a Demokratikus Koalíció, a Jobbik, az LMP, a Momentum és az MSZP-Párbeszéd (akkor szövetségben) is.",0
Nyitókép: Képernyőkép,0
 ,0
"a törvény szerint volt több mint egy órányi, ingyenes reklámidejük a közmédiában, amelyet veszni hagytak.",0
ezt a lehetőséget az egyesült ellenzék nem használta ki.,0
 ,0
Márki-Zay Péter egy Facebook-videó keretében köszöntette követőit húsvét alkalmából.,0
" Mi más lett volna a téma mint a választási vereség, és Orbán Viktor.",0
" „Hittem és reméltem, hogy még ilyen egyenlőtlen feltételek között is legyőzhető Orbán Viktor rendszere Magyarországon.",0
" Most, amikor az elmúlt két hétben – nagyon helyesen – megbeszéljük és áttekintjük azokat a hibákat, amiket elkövettünk,",0
"– hangoztatta Márki-Zay, majd hozzátette: „Nem az elkövetett hibák, hanem a körülöttünk kiépült rendszer az oka annak, hogy két héttel ezelőtt vasárnap nem sikerülhetett ez a nagyon fontos projekt”.",0
"Korábban már beszámoltunk róla, hogy Márki-Zay Péter a Partizánnak elemezte a választási kudarc okait.",0
" A teljesség igénye nélkül: Jobbik, Gyurcsány, háború.",0
" Azonban minden eddigi, a választási vereség okait elemző műsorban hozzátette: az ő nehézkes kmmunikációja, terjengős beszédstílusa és félreérthető mondatai is hozzájárulhattak a súlyos vereséghez – ez a rész ebből a szónoklatból most kimaradt.",0
"Márki-Zay arról is beszélt, hogy „sokan hiányolták, hogy a civileknek nincs pártja, így elkezdtük annak az építését is”.",0
"Két év múlva, az EP-választáson a Civilek Pártja tervezne elindulni, az új párt hazája az Európai Néppárt lehet – derült ki Márki-Zay szavaiból.",0
Nyitókép: Facebook,0
"„Egyszerre öt erőteljes rakétacsapás érte a polgári infrastruktúrát a régi európai városban, Lvivben” – jelentette be a Twitteren Mihajlo Podoljak, az ukrán elnöki iroda vezetőjének tanácsadója.",0
" Az értesülést megerősítette a város polgármestere, Andrij Sadovij a Telegram üzenetküldő alkalmazáson közzétett bejegyzésében.",0
    ,0
"Makszim Kozisztkij regionális kormányzó azt közölte, hogy hat ember meghalt és nyolcan megsebesültek, amikor Lvivben rakéták csapódtak be katonai létesítményekbe és egy autógumi-szervizbe.",0
 ,0
"Március 26-án Lvivet orosz csapások sorozata érte, amelyek közül kettő egy üzemanyagraktárt talált el, és a helyi hatóságok szerint öt ember megsebesült.",0
" Előzőleg a város volt a célpontja egy március 18-i csapásnak is, amely egy repülőgép-javító üzemet ért a repülőtér közelében, de az nem követelt áldozatokat.",0
(MTI),0
Nyitókép: MTI/AP/Vadim Ghirda,0
A frontvonaltól távol eső Lviv és Nyugat-Ukrajna az orosz invázió február 24-i kezdete óta ritkán került bombázások célpontjába.,0
"Terrortámadást akadályozott meg Cserkesszkben az orosz Szövetségi Biztonsági Szolgálat (FSZB), a hatóságok az Iszlám Állam terrorszervezet három követőjét vették őrizetbe.",0
"Az FSZB hétfőn kiadott közleménye szerint az észak-kaukázusi Karacsáj-Cserkesz Köztársaság székvárosában, Cserkesszkben három orosz állampolgárt vettek őrizetbe, akiket azzal gyanúsítanak, hogy",0
"Az elfogott személyek lakóhelyén robbanóanyagok előállításához szükséges összetevőket, a terrortámadás célpontjának tervrajzát, kommunikációs eszközöket, a terrortámadásra használható eszközök előállítására vonatkozó internetes útmutatásokat és az Iszlám Állam embereivel a tervezett bűncselekményről folytatott levelezést foglalták le.",0
(MTI) ,0
Fotó: Ahmad Al-Rubaye / AFP (Illusztráció),0
"Hadházy Ákos és Márki-Zay Péter is annak örülne, ha az ellenzéki miniszterelnök-jelölt parlamenti helyét Szél Bernadett kapná, aki szoros versenyben, de alulmaradt Budakeszin Menczer Tamással szemben.",0
"A Párbeszéd szerint, mivel az előválasztás előtt Márki-Zay Péter azt vállalta, hogy az ő frakciójukba ül be, a mandátum nekik jár.",0
" A Jobbik és a DK szerint viszont a hat párt abban állapodott meg, hogy ebben az esetben a listán következő jelölté lesz a mandátum.",0
 Eszerint a jobbikos Végh Noémi kerülhet be” – hangzott el az RTL Híradóban.,0
Szél Bernadett a közös listáján a 206.,0
" helyet kapta, és az rtl.",0
"hu szerint – a győztes egyéni jelölteket is figyelembe véve – több mint száz képviselő-jelöltnek kellene visszalépnie ahhoz, hogy mandátumot szerezzen.",0
Gy.,0
" Németh Erzsébet főpolgármester-helyettes azonban beül a parlamentbe, és a törvény által biztosított 30 napon belül lemond budapesti posztjáról.",0
 Utódlásáról a DK dönt.,0
Nyitókép: MTI/Balogh Zoltán,0
"A szamosújvári Téka Alapítványnál közel harminc éve írnak tojásokat, szerveznek nagyhéten tojásírást különböző kor- és célcsoportoknak, igyekeznek megszerettetni ezt a tevékenységet kicsikkel és nagyokkal egyaránt.",0
" A szórványkollégiumot működtető alapítvány szakemberei, akik folyton fejlesztik is a tudásukat, ismereteiket a tojásírás területén, évi akár több száz tojást írnak, ajándékba, rendelésre is.",0
"Húsvét közeledtével az üzletek polcain megjelennek a különböző színes tojásfestékek, a tojásokra ragasztható matricák, sőt néhány éve már előre elkészített színes tojást is lehet vásárolni.",0
"Bár a fogyasztói társadalom sok területen az egyre gyorsabb és egyszerűbb megoldásokat helyezi előtérbe, vannak még egyesületek, szervezetek, amelyek hagyományainkhoz visszanyúlva próbálnak értéket teremteni.",0
" Ilyen a szamosújvári Téka Alapítvány is, ahol az egyesület munkatársai szórványprogramokkal, tehetségápolással egyaránt foglalkoznak.",0
 ,0
"Fontosak számukra a népművészeti kezdeményezések is, hagyományaink továbbörökítése, így húsvéti tojásírással is közel három évtizede foglalkoznak.",0
" Az ünnep nagyhetén látogattunk el az alapítvány székhelyére, ahol éppen foglalkozás is zajlott, a szórványkollégium lakói hímes tojásokat írtak.",0
"Egri Hajnal, a Téka Művelődési Központ vezetője a Krónikának elmondta, mivel Kolozsváron nőtt fel, hiába érdekelték a hagyományok, köztük a tojásírás is, sokáig nem tudta kipróbálni.",0
"1997-ben vagy 1998-ban sikerült beszereznie egy kesicét (a tojásírásra használt „írószer”, eszköz, írókának is nevezik ), illetve egy füzetecskét, amelyből elsajátíthatta a technikát, a mintákat, ám kezdetben nem voltak nagy sikerei, „a lakásban minden füstölt”, égett a viasz – mesélte.",0
"Hozzátette, a Téka Alapítványnál 1994 óta írnak tojást, az egyesület munkatársai annak idején egy gyimesi asszonytól tanulták el a tevékenység fortélyait.",0
 ,0
"Egri Hajnal hangsúlyozta, fontos, hogy valaki ne csak könyvből tanulja a tojásírást, hanem lássa, miként zajlik a folyamat, mert akkor ráérez arra, hogy mikor megfelelő hőmérsékletű a viasz, mennyire kell odanyomni az írókát vagy épp a rongyot, amikor letörlik a viaszt, és így tovább.",0
"Az alapítványnál Egri Hajnalt is elbűvölte a tojásírás folyamatának szépsége, és kollégáihoz hasonlóan rendszeresen képezi magát ezen a területen.",0
" Szamosújváron minden évben szerveznek tojásíró műhelyt, tavaly például Salamon Éva népi iparművész volt a meghívottjuk, oktatójuk.",0
"Ezeket a foglalkozásokat rendszerint nyáron szervezik, hiszen a népi iparművészek, a neves tojásírók a húsvét előtti időszakban elfoglaltak",0
 – mondta az alapítvány munkatársa.,0
" Hozzátette, a tojásíró műhelyek rendszerint többnapossá bővülnek, mivel az érdeklődők száma is évről évre nagyobb, ezért különböző korosztályok szerint zajlanak a foglalkozások.",0
"Iskolába is szívesen elmennek oktatni, erre is nagy az igény, ezenkívül az egyházak is szokták hívni őket, idén például Gyaluban is bemutatták, hogyan zajlik a tojásírás.",0
"Egri Hajnal elmondta, számára a legszebbek és szerinte a legegyszerűbbek a hagyományos gyimesi minták, de a média és az internet korában igyekeznek nyitottak lenni, nem ragaszkodnak görcsösen a tradicionális mintákhoz.",0
"A hagyományok kapcsán Egri Hajnal azt is elmesélte, hogy idén nagy hangsúlyt fektettek a természetes színezésre is, növényekkel, illetve a hagymahéjjal való festést is tanították, ",0
"ami bár sokaknak „családi örökség”, a gyerekek jó részének újdonság.",0
" Igyekszik a hagyományos mintákat megismertetni a résztvevőkkel, beszélni az egyes motívumok szimbolikájáról, de ha valaki szabadon alkot, annak „sem törik le a szárnyait” – tette hozzá.",0
"Egri Hajnal azt is elmondta, megpróbált utánajárni, hogy a Mezőségen napjainkban él-e a tojásírás hagyománya, de nem talált olyan személyt, aki még gyakorolná, annak ellenére, hogy a tojásírásnak több száz éves nyomai is vannak a kisrégióban.",0
"Megjegyezte, szívügye a tojásírás, igyekszik minél jobban elmélyülni ebben a témában, könyveket gyűjt, de járt már bukovinai tojásdíszítő mesternél is, jelenleg pedig hétfalusi mintákkal foglalkozik.",0
"Egri Hajnal azt is elmesélte, hogy a környéken élő románok is szoktak írott tojásokat rendelni tőlük, sőt román nemzetiségű fiatalok is eljárnak a Téka Alapítvány tojásíró foglalkozásaira.",0
"Egri Hajnal és kollégái minden évben fejenként több száz tojást írnak meg – főttet és kifújtat is, amiből a barátok szomszédok is kapnak, illetve a húsvéti ünnepkörön túl is felhasználják őket, például konfirmációkor asztaldíszként.",0
"Évente több száz, a tojásíráshoz használt kesicét rendelnek, ugyanis sokan, akik kipróbálják a tojásírást, annyira megszeretik, hogy vesznek maguknak egy írókát, hogy otthon is folytathassák a munkát.",0
 ,0
"Az érdeklődők korosztálya nagyon változatos, az 1–4.",0
" osztályos gyerekektől az egyetemista diákokon át az idős nyugdíjasokig szívesen vesznek részt a foglalkozásaikon, ugyanis nagyon fontos a tevékenység közösségi mivolta is – tette hozzá.",0
"Húsvét közeledtével az üzletek polcain megjelennek a különböző színes tojásfestékek, a tojásokra ragasztható matricák, sőt néhány éve már előre elkészített színes tojást is lehet vásárolni.",0
"Bár a fogyasztói társadalom sok területen az egyre gyorsabb és egyszerűbb megoldásokat helyezi előtérbe, vannak még egyesületek, szervezetek, amelyek hagyományainkhoz visszanyúlva próbálnak értéket teremteni.",0
" Ilyen a szamosújvári Téka Alapítvány is, ahol az egyesület munkatársai szórványprogramokkal, tehetségápolással egyaránt foglalkoznak.",0
 ,0
"Fontosak számukra a népművészeti kezdeményezések is, hagyományaink továbbörökítése, így húsvéti tojásírással is közel három évtizede foglalkoznak.",0
" Az ünnep nagyhetén látogattunk el az alapítvány székhelyére, ahol éppen foglalkozás is zajlott, a szórványkollégium lakói hímes tojásokat írtak.",0
"Folytatódik a nagyváradi nemzetközi repülőtér fejlesztése, az újabb munkálatok során a kifutópályát hosszabbítják meg.",0
 A beruházás uniós pénzből valósul meg.,0
"A munkálatokra már ki is írták az online versenytárgyalást, közölte a reptér vezetősége, a kifutópálya a jelenlegi 2100 méterről 2500 méter hosszúra bővül.",0
" A reptér közleménye szerint a Nagyürögd irányába zajló bővítés célja, hogy nagyobb repülőgépek is leszállhassanak a határ menti légikikötőben.",0
Az uniós támogatással megvalósuló beruházás keretében a repteret egy modern távközlési rendszerrel is felszerelik.,0
" A kiírás szerint a tervezésre 6, a kivitelezésre 7 hónap áll majd a nyertes cég rendelkezésére.",0
" Ilie Bolojan, a repteret felügyelő Bihar megyei önkormányzat elnöke elmondta, hogy a tulajdonképpeni munka jövő év elején kezdődhet el és 2023 végére kell elkészülni vele, ugyanis akkor jár le a finanszírozást biztosító uniós program.",0
"A beruházás értéke áfa nélkül mintegy 81,4 millió lej.",0
 Az érdekelt cégek május 13-án 15 óráig nyújthatják be ajánlataikat.,0
"Ez egyébként már a második nagyszabású uniós projekt, mellyel a váradi repteret fejlesztik.",0
" Januárban a légikikötő biztonságossá tételét szolgáló beruházást jelentettek be 72 millió lej értékben, melynek keretében a mentők, tűzoltók és terrorizmusellenes szervek járművei számára is készül egy bekötőút.",0
"Ugyanakkor egy közel tízméteres kerítést is felszerelnek, mely mozgásérzékelővel szűri ki az esetleges betolakodókat.",0
 A projekt keretében egy garázs is épül a vészhelyzeti felügyelőség mentőautói és egyéb járművei számára.,0
"A váradi nemzetközi repülőtér igazi nagy projektje ugyanakkor két éven belül valósul meg, ekkor ugyanis már árut szállító repülőgépek fogadására is alkalmas lesz, miután",0
tavaly júniusban egy cargo terminál megépítéséről kötött megállapodást a Bihar megyei és a nagyváradi önkormányzat.,0
Ilie Bolojan tanácselnök és Florin Birta polgármester ugyanakkor egy váradi légitársaság létrehozását is bejelentette.,0
" Az Ebihoreanul beszámolója szerint azonban az Air Oradea a korábban ígértekkel ellentétben tavasz helyett legkorábban ősszel „szállhat fel”, mivel az illetékesek még nem találtak céget, amelytől a repülőgépeket bérelnék.",0
"A munkálatokra már ki is írták az online versenytárgyalást, közölte a reptér vezetősége, a kifutópálya a jelenlegi 2100 méterről 2500 méter hosszúra bővül.",0
" A reptér közleménye szerint a Nagyürögd irányába zajló bővítés célja, hogy nagyobb repülőgépek is leszállhassanak a határ menti légikikötőben.",0
Az uniós támogatással megvalósuló beruházás keretében a repteret egy modern távközlési rendszerrel is felszerelik.,0
" A kiírás szerint a tervezésre 6, a kivitelezésre 7 hónap áll majd a nyertes cég rendelkezésére.",0
" Ilie Bolojan, a repteret felügyelő Bihar megyei önkormányzat elnöke elmondta, hogy a tulajdonképpeni munka jövő év elején kezdődhet el és 2023 végére kell elkészülni vele, ugyanis akkor jár le a finanszírozást biztosító uniós program.",0
"A beruházás értéke áfa nélkül mintegy 81,4 millió lej.",0
 Az érdekelt cégek május 13-án 15 óráig nyújthatják be ajánlataikat.,0
"Ez egyébként már a második nagyszabású uniós projekt, mellyel a váradi repteret fejlesztik.",0
" Januárban a légikikötő biztonságossá tételét szolgáló beruházást jelentettek be 72 millió lej értékben, melynek keretében a mentők, tűzoltók és terrorizmusellenes szervek járművei számára is készül egy bekötőút.",0
"Ugyanakkor egy közel tízméteres kerítést is felszerelnek, mely mozgásérzékelővel szűri ki az esetleges betolakodókat.",0
 A projekt keretében egy garázs is épül a vészhelyzeti felügyelőség mentőautói és egyéb járművei számára.,0
"A váradi nemzetközi repülőtér igazi nagy projektje ugyanakkor két éven belül valósul meg, ekkor ugyanis már árut szállító repülőgépek fogadására is alkalmas lesz, miután",0
tavaly júniusban egy cargo terminál megépítéséről kötött megállapodást a Bihar megyei és a nagyváradi önkormányzat.,0
Ilie Bolojan tanácselnök és Florin Birta polgármester ugyanakkor egy váradi légitársaság létrehozását is bejelentette.,0
"A keresztút utolsó előtti állomásán egy ukrán és egy orosz család tagjai, az utolsón pedig egy katolikus bevándorló család vitte a keresztet nagypénteken a római Colosseumnál, ahol Ferenc pápa a pandémia két éve után ismét hívők tízezrei előtt vezette a Via Crucist.",0
Az egyházfő 2020 húsvét óta először visszatért a római keresztút hagyományos helyszíneként ismert Colosseumhoz.,0
" Tavalyelőtt és tavaly a teljesen üres Szent Péter téren zajlott a keresztút, melyet a hívők interneten követhettek: Ferenc pápa mellett csak a keresztet vivők voltak jelen, 2020-ban egy padovai börtön rabjai, tavaly pedig fiatalok.",0
"Most, ahogyan a járvány előtt volt szokás, teljesen megtelt a Colosseum előtti tér olaszokkal és külföldiekkel: a krisztusi passió tizennégy állomása az ókori amfiteátrumtól a szemközti Palatinus-domb magaslatáig haladt.",0
"Az egyház az idei évet a családoknak szentelte, ezért Ferenc pápa különböző családok tagjaira bízta a stációkon elhangzó szövegek megírását, és ugyanezek a családok vitték a keresztet.",0
"Az első állomáson egy fiatal, két éve házasságban élő pár vitte a keresztet, aki közös életét a pandémiában kezdte: szavaik szerint örömük félelemmel párosult.",0
" Másodikok egy missziós szolgálatot végző család tagjai voltak: az idei húsvét tragédiáját, a háborút érintették a bombázás alatt szülő nőkről szólva, a háborútól, éhezéstől, visszaélésektől elpusztított családokról, akik „egyszer kardot rántva akarnak válaszolni, máskor menekülni akarnak mindent hátrahagyva, mivel úgy érzik, semminek nincsen értelme”.",0
"A harmadik stáción egy idős, gyermektelen házaspár vitte a keresztet, majd egy többgyermekes család, egy fogyatékkal élő gyermeket nevelő család, melynek tagjai a világ felületes ítélkezéséről szóltak, egy beteg gyermekeket gondozó családotthon tagjai, akik szerint „a fájdalom visszavezet a lényegeshez, sorrendbe teszi, mi elsőrendű az életben, visszaszolgáltatja az emberi méltóság egyszerűségét”.",0
"Utánuk egy beteg szülőt gondozó család következett, majd két nagyszülő, akiknek lánya a járvány idején elvált, és munkahelye is bizonytalan lett.",0
" A következő stációkon egy gyermeket örökbefogadott család, egy kétgyerekes özvegy, valamint egy olyan család került sorra, ahol az egyik fiú a papi hivatást választotta, egy másik pedig lányát veszítette el.",0
"Az utolsó előtti stáción a Vatikán választása egy római kórház onkológiai osztályán dolgozó ukrán ápolónő, Irina, valamint az ugyanabban a kórházban nővérnek tanuló orosz Albina családjára esett.",0
A megbékélést szolgáló gesztus ugyanakkor éles bírálatokat váltott ki Ukrajna részéről.,0
"Vitalij Krivickij, Kijev püspöke úgy vélekedett, hogy mindez „érthetetlen és elfogadhatatlan lehet azok számára, akik egy agresszor miatt szenvednek”.",0
" A SIR katolikus hírügynökség szerint az ukrán katolikus sajtó úgy döntött, hogy tiltakozásul nem közvetíti élőben a keresztutat.",0
" Matteo Bruni, a Szentszék Sajtóirodájának igazgatója szerint az orosz és ukrán ápolónők eredetileg tervezett imájának szövegét a bírálatok nyomán némileg módosítani kellett, hogy a hívek „az imádságra és csendre összpontosíthassanak”.",0
 „A halál tükrében a csend ékesebben szól a szavaknál.,0
 Torpanjunk meg imádsággal teli csendben és imádkozzunk szíveinkben a világ békességéért” – mondták.,0
"Az eredeti, jóval hosszabb szöveg úgy szólt volna, hogy „Milyen bűnt követtünk el?",0
 Miért hagytál magunkra minket és népeinket?,0
 Miért szakítottad el családjainkat?,0
”.,0
" A két nő az Úrhoz intézett imájában azt is kérték volna, testvérként építhessék újra, amit a bombák meg akartak semmisíteni.",0
"A tizennegyedik állomáson egy katolikus migráns család felidézte, miként menekültek el a háború miatt hazájukból „vágyaik és a túlélés között választva”.",0
Az egyházfő 2020 húsvét óta először visszatért a római keresztút hagyományos helyszíneként ismert Colosseumhoz.,0
" Tavalyelőtt és tavaly a teljesen üres Szent Péter téren zajlott a keresztút, melyet a hívők interneten követhettek: Ferenc pápa mellett csak a keresztet vivők voltak jelen, 2020-ban egy padovai börtön rabjai, tavaly pedig fiatalok.",0
"Most, ahogyan a járvány előtt volt szokás, teljesen megtelt a Colosseum előtti tér olaszokkal és külföldiekkel: a krisztusi passió tizennégy állomása az ókori amfiteátrumtól a szemközti Palatinus-domb magaslatáig haladt.",0
"Az egyház az idei évet a családoknak szentelte, ezért Ferenc pápa különböző családok tagjaira bízta a stációkon elhangzó szövegek megírását, és ugyanezek a családok vitték a keresztet.",0
"Az első állomáson egy fiatal, két éve házasságban élő pár vitte a keresztet, aki közös életét a pandémiában kezdte: szavaik szerint örömük félelemmel párosult.",0
" Másodikok egy missziós szolgálatot végző család tagjai voltak: az idei húsvét tragédiáját, a háborút érintették a bombázás alatt szülő nőkről szólva, a háborútól, éhezéstől, visszaélésektől elpusztított családokról, akik „egyszer kardot rántva akarnak válaszolni, máskor menekülni akarnak mindent hátrahagyva, mivel úgy érzik, semminek nincsen értelme”.",0
"A harmadik stáción egy idős, gyermektelen házaspár vitte a keresztet, majd egy többgyermekes család, egy fogyatékkal élő gyermeket nevelő család, melynek tagjai a világ felületes ítélkezéséről szóltak, egy beteg gyermekeket gondozó családotthon tagjai, akik szerint „a fájdalom visszavezet a lényegeshez, sorrendbe teszi, mi elsőrendű az életben, visszaszolgáltatja az emberi méltóság egyszerűségét”.",0
"Utánuk egy beteg szülőt gondozó család következett, majd két nagyszülő, akiknek lánya a járvány idején elvált, és munkahelye is bizonytalan lett.",0
" A következő stációkon egy gyermeket örökbefogadott család, egy kétgyerekes özvegy, valamint egy olyan család került sorra, ahol az egyik fiú a papi hivatást választotta, egy másik pedig lányát veszítette el.",0
"Az utolsó előtti stáción a Vatikán választása egy római kórház onkológiai osztályán dolgozó ukrán ápolónő, Irina, valamint az ugyanabban a kórházban nővérnek tanuló orosz Albina családjára esett.",0
A megbékélést szolgáló gesztus ugyanakkor éles bírálatokat váltott ki Ukrajna részéről.,0
"Vitalij Krivickij, Kijev püspöke úgy vélekedett, hogy mindez „érthetetlen és elfogadhatatlan lehet azok számára, akik egy agresszor miatt szenvednek”.",0
" A SIR katolikus hírügynökség szerint az ukrán katolikus sajtó úgy döntött, hogy tiltakozásul nem közvetíti élőben a keresztutat.",0
" Matteo Bruni, a Szentszék Sajtóirodájának igazgatója szerint az orosz és ukrán ápolónők eredetileg tervezett imájának szövegét a bírálatok nyomán némileg módosítani kellett, hogy a hívek „az imádságra és csendre összpontosíthassanak”.",0
 „A halál tükrében a csend ékesebben szól a szavaknál.,0
 Torpanjunk meg imádsággal teli csendben és imádkozzunk szíveinkben a világ békességéért” – mondták.,0
