Unnamed: 0,site,title,date,writer,content,comments,label
18,Kronika(RO),Ellenzéki kilátástalanság,2022. április,Balogh Levente,"||Hogy a magyar ellenzéknek még mindig nem igazán sikerült levonnia a megfelelő következtetéseket a csúfos választási kudarc után, azt az is jelzi, hogy még mindig nem mondott le egyik párt elnöke sem.||Hogy a magyar ellenzéknek még mindig nem igazán sikerült levonnia a megfelelő következtetéseket a csúfos választási kudarc után, azt az is jelzi, hogy még mindig nem mondott le egyik párt elnöke sem.| Ehelyett igyekeznek a felelősséget rátolni a közös miniszterelnök-jelöltre.| Ami annyiban jogos, hogy a kampány során mindent és mindennek az ellenkezőjét is összehordó Márki-Zay Péter valóban sokat tett azért, hogy az ellenzéki összefogás elbukjon, de azért a részt vevő pártok vezetőinek felelőssége sem elhanyagolható.||Igaz, a maguk szempontjából egyesek akár még sikernek is tekinthetik az eredményt.| Hiszen akad néhány olyan párt, amely önállóan indulva legfeljebb annyi voksot kapott volna, mint a Kutyapárt.| Ilyen a Párbeszéd, de az LMP és az MSZP is sikeresen a parlamenti küszöb alá küzdötte magát az utóbbi években.| Ennek fényében az, hogy országgyűlési frakciót alakíthatnak, már valóban eredménynek mondható.||Nem panaszkodhat Gyurcsány Ferenc sem.| Igaz, a DK terhelt múltú elnöke az egyik legfőbb olyan tényező, aki miatt sokan sohasem szavaznának az összefogásra, de így is ő és pártja vált az ellenzék legfőbb vezető erejévé.||A Momentum is örülhet, hiszen Brüsszel után Budapesten is parlamenti erővé vált.| A Jobbikban viszont van miért aggódni, egyértelmű, hogy az ellenzéki összefogás a Gyurcsányra és a balliberális pártokkal való együttműködésre nemet mondó jobbikos szavazók miatt ért el pocsék eredményt.| A nagy kérdés most az, hogy milyen jövő vár a hat pártra, amelyre most egyértelműen nemet mondott a választópolgárok többsége.||Az megmutatkozott, hogy együtt sem képesek többre, mint külön-külön, az elkötelezett Orbán-fóbiásokon kívül nem tudott igazán tömegeket megszólítani a hat, elvileg teljesen más doktrínát képviselő és kizárólag a kormány leváltásának szükségességében egyetértő párt, mivel a polgárok többsége nem tekintette hiteles alternatívának őket.||Ezért kérdéses, van-e értelme a következő négy évben is fenntartani az együttműködést, hiszen fennáll a veszélye, hogy még tovább morzsolódik a pártok amúgy is kiábrándult szavazóbázisa.||Van ugyanakkor olyan ellenzéki párt is, amely tényleg felhőtlenül örülhet: a Mi Hazánk, amely jobbról előzve került be az Országgyűlésbe.| A Mi Hazánk egyértelműen annak a nyertese, hogy a Jobbik összebútorozott a balliberális pártokkal: a szavazói úgy döntöttek, hogy Jakab Péterék nyugodtan váljanak a Gyurcsány-szextett részévé, de ők ebből inkább nem kérnek.| Igaz, már a Mi Hazánk is elindult a jobbikosodás útján – már abban az értelemben, hogy hasonlóan a Jobbik politikusaihoz, akik gyalázni kezdték a határon túli magyarokat, amikor rájöttek, hogy nem terem sok babér számukra a körükben, az újdonsült parlamenti párt elnöke is beleállt abba a narratívába, amely csalásgyanút kiáltva komolyan veszi azt az egyértelműen diverziós szándékú esetet, amely során „véletlenül” találtak meg Marosvásárhely mellett részben megégett szavazólapokat.||Apropó határon túliak: az ellenzéki pártoknak van egy kicsi, de annál hangosabb értelmiségi szurkolótábora Erdélyben, amely a pluralizmus jegyében kiabál kígyót-békát mindenkire, aki nem a balliberális oldal híve – hitelességükről annyit, hogy a nagy pluralizmusfetisiszták egyike korábban a Krónika betiltását pedzegette, amiért nem az ő világnézetével egyező írásokat közöl.||Egyik szószólójuk Eckstein-Kovács Péter volt kisebbségügyi miniszter, aki szerint a magyar kormányoldallal szövetkezve az RMDSZ feladta a transzilvanizmust.| Nos, miért állna ellentétben a magyar nemzet egységességének hangsúlyozása azzal, hogy az erdélyi magyar közösséget bizonyos kulturális sajátosságok – ha csak kis mértékben is – megkülönböztetik az anyaországitól, ahogy a többi elszakított országrészben élőket is?| Vagy ha esetleg a transzilvanizmus alatt azt érti valaki, hogy a különbségek túlhangsúlyozásával a szétfejlődés útját támogatja, azzal csak kárt okoz az erdélyi magyar közösségnek.| Bár persze lehet, egyszerűen csak azt tartják frusztrálónak, hogy az erdélyi magyarok többsége a konzervatív oldallal rokonszenvez.| Aki pedig attól tart, hogy a nemzet egységét hirdető kormánnyal szimpatizáló többség miatt tartják majd nemzetbiztonsági kockázatnak a magyarokat Romániában, azt megnyugtatjuk: anélkül is annak tartanak.| Ráadásul kissé fonákul hangzik a transzilvanizmus számonkérése épp azon oldal részéről, amelynek hangadói a budapesti ellenzéki sajtóorgánumokban fejtik ki értékes publicisztikai tevékenységüket, és előszeretettel importálják a balliberális oldal retorikáját, amely a tolerancia jegyében mindenkit megbélyegez és kirekeszt, aki nem ért vele egyet.|",,0
19,Kronika(RO),Gyakorlatot tartott a kínai hadsereg Tajvan közelében,"2022. április 15., 13:45",MTI,"||A kínai haditengerészet és légierő gyakorlatot tartott Tajvan közelében pénteken, az amerikaiak Tajvannal kapcsolatos rossz jeleire reagálva, miközben a szigeten egy amerikai kongresszusi delegáció tett látogatást.||A CGTN pekingi székhelyű nemzetközi hírcsatorna tudósítása szerint a kínai hadsereg hadihajókat és vadászgépeket küldött a Kelet-kínai-tenger Tajvan körüli részére.| Si Ji-lu, a hadsereg keleti hadtörzsének parancsnoka a műveletet válaszlépésnek nevezte az elmúlt időszakban gyakorivá vált, Tajvannal kapcsolatos amerikai jeladásokra.||– fogalmazott a parancsnok, arra figyelmeztetve, hogy aki a tűzzel játszik, az könnyen megégetheti magát.||Kína a diplomáciai kapcsolatok alapfeltételének tekinti az egy Kína elvének betartását, és ellenez mindenféle hivatalos kapcsolattartást a világ országai és Tajvan között.||Az Egyesült Államok ugyan hivatalos diplomáciai kapcsolatot nem ápol a szigettel, ám törvény kötelezi, hogy ellássa Tajvant a védelme biztosításához szükséges fegyverekkel.||Pénteken Bob Menendez, az amerikai szenátus külkapcsolatokkal foglalkozó bizottságának elnöke találkozott Caj Jing-ven tajvani elnökkel.| Menendez egy hattagú, kétpárti törvényhozókból álló amerikai delegáció élén érkezett a szigetre, amelyet Kína saját területének elidegeníthetetlen részeként tart számon.| A kínai hadsereg a pénteki gyakorlat kapcsán nem tett említést a látogatásról.||Bob Menendez Tajvan biztonságának fontosságát hangoztatta Tajpejben.| A| Caj Jing-vennel tartott, a tajvani média által élőben közvetített megbeszélésén Menendez hangsúlyozta, hogy Tajvanon gyártják a félvezetők 90 százalékát, ezért a sziget biztonsága az egész világ számára rendkívüli fontossággal bír.||A találkozón Lindsey Graham dél-karolinai republikánus szenátor leszögezte: Tajvant sorsára hagyni egyet jelent azzal, hogy sorsára hagyják a demokráciát és a szabadságot.||– fogalmazott a megbeszélést követően Xavier Chang, a tajvani elnöki hivatal szóvivője.||A kínai Államtanács tajvani ügyekért felelős irodája pénteken tiltakozását jelentette be a látogatás miatt, és felszólította Washingtont, ne támogassa a tajvani függetlenségi törekvéseket.||Peking és Tajpej között a viszony többéves közeledés után ismét fagyossá vált, miután a Caj Jing-ven tajvani elnök vezette kormányzat elutasította az 1992-ben elfogadott, az egy Kína elvét magában foglaló egyezményt, amelyet Peking a tárgyalások alapfeltételeként kezel.|A kínai kormányzat azóta diplomáciai eszközökkel igyekszik korlátozni Tajvan mozgásterét a nemzetközi színtéren, gazdasági nyomást alkalmaz, és rendszeresen tart hadgyakorlatokat a sziget közvetlen közelében.||A CGTN pekingi székhelyű nemzetközi hírcsatorna tudósítása szerint a kínai hadsereg hadihajókat és vadászgépeket küldött a Kelet-kínai-tenger Tajvan körüli részére.| Si Ji-lu, a hadsereg keleti hadtörzsének parancsnoka a műveletet válaszlépésnek nevezte az elmúlt időszakban gyakorivá vált, Tajvannal kapcsolatos amerikai jeladásokra.||– fogalmazott a parancsnok, arra figyelmeztetve, hogy aki a tűzzel játszik, az könnyen megégetheti magát.||Kína a diplomáciai kapcsolatok alapfeltételének tekinti az egy Kína elvének betartását, és ellenez mindenféle hivatalos kapcsolattartást a világ országai és Tajvan között.||Az Egyesült Államok ugyan hivatalos diplomáciai kapcsolatot nem ápol a szigettel, ám törvény kötelezi, hogy ellássa Tajvant a védelme biztosításához szükséges fegyverekkel.||Pénteken Bob Menendez, az amerikai szenátus külkapcsolatokkal foglalkozó bizottságának elnöke találkozott Caj Jing-ven tajvani elnökkel.| Menendez egy hattagú, kétpárti törvényhozókból álló amerikai delegáció élén érkezett a szigetre, amelyet Kína saját területének elidegeníthetetlen részeként tart számon.| A kínai hadsereg a pénteki gyakorlat kapcsán nem tett említést a látogatásról.||Bob Menendez Tajvan biztonságának fontosságát hangoztatta Tajpejben.| A| Caj Jing-vennel tartott, a tajvani média által élőben közvetített megbeszélésén Menendez hangsúlyozta, hogy Tajvanon gyártják a félvezetők 90 százalékát, ezért a sziget biztonsága az egész világ számára rendkívüli fontossággal bír.||A találkozón Lindsey Graham dél-karolinai republikánus szenátor leszögezte: Tajvant sorsára hagyni egyet jelent azzal, hogy sorsára hagyják a demokráciát és a szabadságot.||– fogalmazott a megbeszélést követően Xavier Chang, a tajvani elnöki hivatal szóvivője.||A kínai Államtanács tajvani ügyekért felelős irodája pénteken tiltakozását jelentette be a látogatás miatt, és felszólította Washingtont, ne támogassa a tajvani függetlenségi törekvéseket.||Peking és Tajpej között a viszony többéves közeledés után ismét fagyossá vált, miután a Caj Jing-ven tajvani elnök vezette kormányzat elutasította az 1992-ben elfogadott, az egy Kína elvét magában foglaló egyezményt, amelyet Peking a tárgyalások alapfeltételeként kezel.",,0
0, hvg.hu,"Világ: Bosszú a Moszkva elsüllyesztése miatt, az ukrán miniszterelnök Washingtonba megy – percről percre a háborúról ",2022. április. 16. 11:10,,"||Vitalij Klicsko kijevi polgármester arra kéri azokat, akik vissza akartak volna térni a fővárosba, hogy ne tegyék.| Több ukrán városból érkeztek jelentések az orosz bombázások miatti veszteségről.| Ukrajna a bankszektor vezetőivel tárgyal majd Washingtonban – kövesse hírfolyamunkat az orosz–ukrán háborúról.",,0
1, hvg.hu,"Itthon: Márki-Zay elmondta, kinek adná parlamenti mandátumát ",2022. április. 16. 11:10,,"||Több lehetőséget is mérlegel, de kiemelte: ez a hat ellenzéki párt döntése lesz majd.||Nem egymásban kell keresni a hibást és a felelőst az ellenzék választási veresége miatt, mert az a Fidesz „halálcsillagának” tudható be, vagyis annak a propagandagépezetnek, amellyel álhíreket terjesztettek – mondta el az ATV Egyenes beszéd című műsorában Márki-Zay Péter.| ""A játékszabályokon kell változtatni, különben az eredmény sem fog változtatni"" - fogalmazott, hozzátéve, egy demokratikus választáson nem lehet legyőzni egy nem demokratikus rendszert.||Az ellenzék közös miniszterelnök-jelöltje beszélt arról is, kinek szánná az országgyűlési választáson listáról elért mandátumát, amellyel kapcsolatban már korábban jelezte, nem kívánja felvenni.||Kiemelte: elsősorban a hat párt döntése lesz, hogy kié lesz a mandátum, de ő szívesen javasolná Szél Bernadettet, aki alulmaradt az egyéni körzetben Menczer Tamással szemben.| Hozzátette ugyanakkor: az MSZP-nek most 10 mandátuma van, de a pártfinanszírozás szabályai alapján jobban járnának, hogyha 11-en lennének, így nekik is szívesen adna egy helyet.",,1
2, hvg.hu,Itthon: Novák Katalin: A magyarok többsége vágyakozik a nemzeti egység után ,2022. április. 16. 11:10,,"||Ennek megteremtését tekinti hitvallásának a megválasztott köztársasági elnök, aki a Kossuth Rádióban Balog Zoltánnal beszélgetett.| Nem mulasztotta el méltatni sem a volt minisztert, aki munkaszüneti nappá tette nagypénteket.||Az alaptörvényben előírt feladatán túl a nemzeti egység kifejezését személyes vállalásának nevezte Novák Katalin megválasztott köztársasági elnök pénteken a Kossuth rádió Az este című portréműsorában.| Novák Katalinnal Balog Zoltán, a Magyarországi Református Egyház zsinatának lelkészi elnöke, volt emberierőforrás-miniszter beszélgetett.||A megválasztott államfő azt mondta: nehéz, de nem lehetetlen feladat lesz megjeleníteni a nemzet egységét; sok-sok olyan törésvonal van, amelyeken felül kell emelkedni.| Novák Katalin szerint a magyar emberek többsége vágyakozik ez után a nemzeti egység után, még akkor is, ha ezzel nem minden pillanatban vannak tisztában.||Köztársasági elnöki tisztségével kapcsolatban közölte: arra törekszik, hogy - bár a körülményei jelentősen megváltoznak majd - a lényeg ne változzon: hogy ""honnan jöttem, hogy ki vagyok és milyen örökséget kaptam"", valamint azok a viszonyítási pontok, amit Isten, a hit, a család, a barátok jelentenek.||Novák Katalin hitének személyes dimenziójáról szólva elmondta: felnőtt fejjel ébredt rá arra, hogy mennyire fontos szerepet játszik Isten és az Istenbe vetett hit az életében, hogy annak minden területén meghatározóan jelen van.| A személyes hit közéletbeni helyére térve azt mondta: ""meg kell találnunk azt a formát, ahol nem rekesztünk ki másokat azért, mert mi megvalljuk a személyes hitünket, ugyanakkor meg tudunk szólítani olyanokat, akiknek vagy már része az életének ez a hit (.|.|.|), vagy esetleg nem ébredtek még erre rá"".||Az ukrajnai háborúra utalva azt mondta, ez a nagypéntek lehetőséget ad, hogy átérezzük azoknak a fájdalmát, akik veszteséget szenvednek el.| Úgy folytatta: a feltámadás bizonyossága pedig arra is reménységet ad, hogy lesz Kárpátalján száz év múlva is magyar szó.||Novák Katalin egyúttal méltatta Balog Zoltán kezdeményezését, amely alapján munkaszüneti nappá vált nagypéntek.",,1
3, hvg.hu,"Kult: 1,8 milliárd forintból épül Törőcsik Mari Ház Pélyen ",2022. április. 16. 11:10,,"||Még a színész életében döntött úgy a kormány, hogy kialakítják az intézményt Törőcsik Mari szülőhelyén, a színész nagyapja által épített mozi épületében, de a beruházás elakadt.||Nettó 1,8 milliárd forintból hozzák létre a Kovács Sándor-Törőcsik Mari Házat a kétszeres Kossuth-díjas színésznő szülőfalujában, Pélyen – vette észre az Elektronikus Közbeszerzési Rendszerbe feltöltött, erről szóló dokumentumot az Rtl.|hu.||A ház létrehozásáról még 2018-ban döntött a kormány; az építés helyszíneként a művésznő nagyapja, Kovács Sándor által épített közösségi mozi telkét és a szomszédos telket jelölték meg, amelyek ekkor önkormányzati tulajdonban voltak.| Az eredeti határozat értelmében az épületet ingyen vette volna át az állam, ezt azonban nem tudták megoldani.||Úgy látszik, nem tudták végrehajtani az ingyenes átvételről szóló 2018-as kormányhatározatot, mert most a kormány vásárlásról vagy kisajátításról döntött.||Aztán a beruházás elakadhatott, mivel a közbeszerzést csak decemberben írta ki az állami  BMSK Zrt.| Az eljárás április elején zárult: a tervezési és kivitelezési munkákat a budapesti EB Hungary Invest Kft.| végzi el nettó 1,8 milliárd forintért.| Ez a cég nyert a kelenföldi pályaudvar felújítására kiírt közbeszerzésen is – jegyzi meg a portál.||A dokumentáció szerint az egyemeletes épületet kibővítik, a rossz állapotú épületeket elbontják az egykori moziépület négy falának kivételével, amelyeket a Kovács Sándor iránti tiszteletből megtartják.| Az épület helyére egy U- alakú, a Kovács-féle épületet idéző közművelődési épület alakítanak ki, amelyben emlékszoba, közösségi könyvtár, ruhatár és irodák is lesznek.| A nagyteremben színpadot alakítanak ki, valamint helyet kapnak vendégszobák is.||A pélyi mozi volt az az épület, ahol a 15 éves koráig Pélyen élő Törőcsik Mari rengeteg filmet megnézett, ahol arról ábrándozott, hogy híres színésznő legyen belőle.|",,0
4, hvg.hu,Itthon: Robbanás történt egy 8. kerületi lakásban ,2022. április. 16. 11:10,,"||Szerencsére nem keletkezett tűz.||Robbanás történt szombat délelőtt egy VIII.| kerületi, Vajda Péter utcai lakásban.| Kolozsi Péter, a Fővárosi Katasztrófavédelmi Igazgatóság helyettes szóvivője az MTI érdeklődésére elmondta, az épület első emeletén lévő mintegy 40 négyzetméteres lakásban robbant fel egy gázpalack.||A lakás ablakai kitörtek, bejárati ajtaja kiszakadt, de tűz nem volt - tette hozzá.||A fővárosi tűzoltók az épület felső szintjeit kiürítették.| A lakásban megsérült férfit a mentők látják el.||Az MTI úgy tudja, hogy egy airsoft fegyver töltőpalackja robbant fel a lakásban.",,0
5, hvg.hu,Itthon: Hadházy Ákos is Szél Bernadettnek ajánlaná fel Márki-Zay mandátumát ,2022. április. 16. 11:10,,"||Szél Bernadett kiesése a parlamentből a választás „legigazságtalanabb és legfájóbb” következménye Hadházy Ákos szerint.||A tisztességtelen fetételek mellett lebonyolított, elcsalt választás következményei közül a Fidesz ismét kétharmados többsége mellett Szél Bernadett kiesése a legigazságtalanabb és legfájóbb.| Az ellenzék egyik legaktívabb, legelszántabb, legnépszerűbb és hiteles tagja távozhat a parlamentből|– közölte a Facebookon Hadházy Ákos, aki szerint mindez „az ellenzéki pártok rossz döntéseinek a következménye”, mivel Szél billegő körzetben indult, és „világosan lehetett előre jósolni, hogy rossz országos eredmény esetén veszíthet”.| Hozzáteszi, az előválasztáson ráadásul nem is lehetett az ellenzéki listáról szavazni, a pártok egyezsége pedig „nem engedte meg, hogy a pártelitekhez nem kötődő, független képviselő befutó helyet kapjon” rajta, így pedig „a nála jóval kevesebbet teljesítő képviselők jutottak be a listáról”.||Csak remélni merem (és javaslom is), hogy Márki-Zay Péter át nem vett mandátumát neki ajánlják fel|– tette hozzá Hadházy Ákos.||A mandátumát fel nem vevő Márki-Zay Péter korábban szintén azt mondta, ő „szívesen javasolná”, hogy Szélé legyen a mandátuma, de ez hatpárti döntés lesz.||Több lehetőséget is mérlegel, de kiemelte: ez a hat ellenzéki párt döntése lesz majd.",,0
6, hvg.hu,Gazdaság: Rég nem látott nyugdíjemelés jöhet - Németországban ,2022. április. 16. 11:10,,"||A száguldó infláció és az ukrajnai háború miatt kialakult gazdasági válság arra ösztönözte a német kormányt, hogy évtizedek óta nem látott jelentős mértékben emelje a nyugdíjakat.||5,35%-os lesz az emelkedés az egykori Nyugat Németországban, ahol tavaly nem változott a nyugdíj, mert a Covid padlóra küldte a német gazdaságot is.| 1983 óta nem volt ilyen jelentős mértékű emelés.| Tegyük hozzá gyorsan, hogy ilyen nagy infláció sem.||Még nagyobb lesz a nyugdíjemelés az egykori NDK-ban, ahol pedig tavaly is volt növekedés, igaz, hogy minimális mértékben.| 6,12 százalékkal nő a nyugdíjak értéke Németország keleti részén, 1994 óta ez a legnagyobb emelés.||Az infláció gyorsabb lehet|5%-nál gyorsabban emelkednek az árak Németországban, ahol ez kifejezetten magas inflációnak számít.| ""Teljesen megeszi az infláció a szép nyugdíjemelést"" - panaszkodott a közszolgálati Deutsche Wellének Anja Piel, a legnagyobb szakszervezet, a DGB  vezetőségi tagja.||Az infláció visszatérésével együtt pedig kiújult az örök vita a nyugdíjrendszerről.| Elvben a nyugdíjak növekedési indexét a bérek emelkedéséhez  igazítják a németeknél.| Csakhát a bérből és fizetésből élőket is sújtja az infláció, de ezt nem mindenütt ellensúlyozza a jövedelmek növekedése.| A DGB szakszervezetnek azért is nem tetszik a mostani nyugdíjemelés, mert az el van választva a bérek növekedésétől.||Mind a bérből és fizetésből élők, mind pedig a nyugdíjasok fő problémája az, hogy az infláció csökkenti az életszínvonalukat, mert az árak gyorsabban nőnek mint a háztartások bevételei.| ""A helyzet az, hogy a nyugdíjak reálértéke csökken"" - összegezte a szakszervezeti vezető, aki a Deutsche Wellének nyilatkozott.",,1
7, hvg.hu,Világ: Boris Johnsont kitiltották Oroszországból ,2022. április. 16. 11:10,,"||Nem léphet be az országba a brit védelmi és külügyminiszter és további tíz brit politikus sem.||Oroszország megtiltotta, hogy az ország területére lépjen Boris Johnson brit miniszterelnök, Liz Truss külügyminiszter, Ben Wallace védelmi miniszter, valamint további tíz brit politikus – írja a Guardian.||Az orosz külügyminisztérium indoklása szerint minderre „a brit kormány példa nélkülien ellenséges akciói” miatt volt szükség, „különös tekintettel a magas rangú orosz hivatalnokok elleni szankciók életbe léptetésére”.||Az oroszok közölték: hamarosan közzéteszik az országból kitiltott politikusok teljes listáját.||Az Ukrajna elleni háborúrl szóló hírfolyamunkat ebben a cikkben követheti:|Vitalij Klicsko kijevi polgármester arra kéri azokat, akik vissza akartak volna térni a fővárosba, hogy ne tegyék.| Több ukrán városból érkeztek jelentések az orosz bombázások miatti veszteségről.| Ukrajna a bankszektor vezetőivel tárgyal majd Washingtonban - kövesse hírfolyamunkat az orosz-ukrán háborúról.",,1
8, hvg.hu,Tech: Melyik ügyeletre kell menni? Melyik gyógyszertár van most nyitva? Elindult a surgossegi.info ,2022. április. 16. 11:10,,"||A felnőtt ügyelet- és gyógyszertárkereső surgossegi.|info weboldal célja, hogy az adott probléma gyors kezelésére alkalmas legközelebbi intézmény megmutatásával, a várakozási idők csökkentésével országszerte segítse a járóbetegek ügyeleti ellátásának gördülékenységét, és tehermentesítse az egészségügyi dolgozókat.||„Nagyon gyakori probléma, hogy valamilyen oknál fogva, egész egyszerűen nem tudjuk, melyik ellátóhoz kell menni, és ebből következik, hogy akár 2-3 helyen is megfordulnak a szülők, mire odakerülnek, ahol van olyan szakorvos, aki érdemben tud a gyerkőc aktuális problémájával foglalkozni” – magyarázta Németh Franciska, akiben ápolóként végzett félévnyi kórházi munka után kezdett körvonalazódni, egy a pácienseket és az ellátókat egyaránt segítő weboldal gondolata.| „Az ügyeleti ellátó intézmények meghatározásához mi egy a mentők által évről évre frissített, 60-70 oldalas dokumentumot használunk.| Én azt a célt tűztem ki magam elé, hogy ezt felhasználóbaráttá, könnyen kezelhetővé alakítom.| Így született meg a mostani ügyeletkereső előzményeként a GyermekSOS, ahol az aktuális budapesti és pest megyei államilag finanszírozott gyermekügyeleteket, valamint az ügyeletes gyógyszertárakat mindössze néhány kattintással megtalálhatják azok, akiknek szüksége van rá.|”|A surgossegi.|info weboldalt a Nemzeti Kutatási, Fejlesztési és Innovációs Hivatal támogatásával hozták létre és az Országos Mentőszolgálat segítségével tesztelték.| Az ellátókat és ellátottakat egyaránt segítő felületet adatbázisában egyelőre a leggyakoribb problémákra kínál megoldást, de a tapasztalatok, visszajelzések, s a szakmával való egyeztetéseket követően az ellátók sorát tovább bővítik majd.||Az oldal üzemeltetői ígérik, figyelik, hogy mire van igény, és ezekre a megfelelő szakterületekkel egyeztetve alkalmazkodva reagálnak.| A hosszútávú cél az, hogy minden problémára – így például pszichés krízishelyzet, vagy akár szülés utáni depresszió, függőség esetén is – tudjanak ajánlani valamit.||A weboldal és az azzal párhuzamosan működő közösségimédia-felületek a jövőben edukációs szerepet is betöltenek majd, ahol videós és szöveges tartalmakkal segítik a betegek jobb egészségértését.||Ha máskor is tudni szeretne hasonló dolgokról, lájkolja a HVG Tech rovatának Facebook-oldalát.",,1
9, hvg.hu,Gazdaság: EY: Az infláció miatt egyre többen választják az olcsóbb termékeket ,2022. április. 16. 11:10,,"||A globális kutatás arra mutat rá: az emberek már költenének a járvány után, mégis spórolásra kényszerülnek.||Az áremelkedés miatt a fogyasztók többségének változtatnia kell a vásárlási szokásain - derül ki az EY 18 ezer fő körében végzett nemzetközi felméréséből.| A termékek és a szolgáltatások árának emelkedése az alacsonyabb jövedelműeket érinti a leginkább hátrányosan (62%), de a közepes (48%) és a magasabb keresetűek (42%) is megérzik a megnövekedett terheket – az EY globális kutatásának eredményei alapján.| Emiatt a vevők visszafogják a fogyasztásukat, olcsóbb árucikkekre váltanak, és kevesebbet vásárolnak a nem létfontosságú készítményekből.||A válaszadók leginkább a ruházati cikkekre (38%), a szépségápolási és kozmetikai szerekre (35%), valamint alkoholra (30%) költenek kevesebbet.| Sokan azonban már a friss (20%) és a csomagolt élelmiszerek (19%) esetében is inkább az olcsóbbat választják.| Az emelkedő megélhetési költségek miatt a megkérdezettek közel kétharmada (60%) kezdene el megtakarítani (60%) a közeljövőben, míg tízből négy ember (39%) már most is igyekszik félre tenni.||Mindezt egy olyan időszakban, amikor az EY felmérése szerint a fogyasztók minden eddiginél jobban vágynak az élményekre.| Szeretnék bepótolni a világjárvány során elmaradt programokat, és elmenekülni a nehézségek elől.| A válaszadók közel fele (45%) még inkább a pillanatnak szeretne élni.| Ennek következtében a vásárlók 42 százaléka tervezi, hogy többet költ élményekre, ugyanakkor tízből négyen ezeket az otthonuk biztonságában szeretnék megélni.",,1
10, hvg.hu,Világ: Boris Johnsont kitiltották Oroszországból ,2022. április. 16. 11:10,,"||Nem léphet be az országba a brit védelmi és külügyminiszter és további tíz brit politikus sem.||Oroszország megtiltotta, hogy az ország területére lépjen Boris Johnson brit miniszterelnök, Liz Truss külügyminiszter, Ben Wallace védelmi miniszter, valamint további tíz brit politikus – írja a Guardian.||Az orosz külügyminisztérium indoklása szerint minderre „a brit kormány példa nélkülien ellenséges akciói” miatt volt szükség, „különös tekintettel a magas rangú orosz hivatalnokok elleni szankciók életbe léptetésére”.||Az oroszok közölték: hamarosan közzéteszik az országból kitiltott politikusok teljes listáját.||Az Ukrajna elleni háborúrl szóló hírfolyamunkat ebben a cikkben követheti:|Vitalij Klicsko kijevi polgármester arra kéri azokat, akik vissza akartak volna térni a fővárosba, hogy ne tegyék.| Több ukrán városból érkeztek jelentések az orosz bombázások miatti veszteségről.| Ukrajna a bankszektor vezetőivel tárgyal majd Washingtonban - kövesse hírfolyamunkat az orosz-ukrán háborúról.",,1
11, hvg.hu,Világ: Már több mint 900 civil holttestét találták meg az oroszok által feladott területeken ,2022. április. 16. 11:10,,"||Több helyen még nem ért véget a romok eltakarítása, amelyek alól újabb elhunytak kerülhetnek elő.| |Az ukrán hatóságok újabb és újabb holttesteket találnak az országnak azon területein, ahonnan az orosz csapatok kivonultak, hogy keleten összpontosítsák az erőiket.||A BBC beszámolója szerint a kijevi régió rendőrfőnöke, Andrij Nebitov arról számolt be pénteken, hogy|mostanáig már több mint 900 elhunyt civilt találtak meg, a maradványaikat pedig átadták az igazságügyi szakembereknek.||Nebitov közlése szerint Bucsából már több mint 350 holttestet vittek el.| Korábbi hírek szerint sokukon brutális kínzások nyomai látszottak, többeket hátrakötözött kézzel ért a halál.| Az ukrán vezetés szerint az oroszok háborús bűnöket követtek el a városban, Moszkva azonban tagad.||Szerdán a helyszínen járt a hágai székhelyű Nemzetközi Büntetőbíróság főügyésze, Karim Khan, aki az AFP-nek azt nyilatkozta: a szervezetnek „alapos oka van feltételezni, hogy a bíróság joghatósága alá tartozó bűncselekményeket követnek el”.||A rendőrfőnök arról is beszélt, hogy Borodjankában és Makarovban még tart a romok eltakarítása, amelyek alól újabb holttestek kerülhetnek elő.| Azt is hangsúlyozta, hogy az elhunytak mind polgári személyek, akiknek semmi közük sem volt a hadsereghez.||Azt már a CNN idézte Nebitovtól, hogy Sevcsenko település néhány halottját már sikerült azonosítaniuk.| „Egyszerű helyi emberek voltak, akiket sajnos szintén megkínoztak, és úgy látjuk, hogy agyonlőttek” – mondta.||A BBC megjegyezte: független forrásból nem tudták megerősíteni, hogy a rendőrfőnök állításai megfelelnek a valóságnak.| Hozzátették ugyanakkor, hogy több újságírójuk is látott civil ruhás holttesteket a Kijev környékén fekvő települések útjai mentén, Bucsában pedig dokumentálták az elhunytak összegyűjtését és azonosítását.",,1
